NO TES,EMAIL,NAMA,PRODI,Kesimpulan,Hasil
TES-AKD-2026-03724,amongpange705@outlook.com,Among Pangestu,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03725,adinatasit638@gmail.com,Adinata Situmorang,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03726,sarahagust68@gmail.com,Sarah Agustina,KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03727,danujasiho511@yahoo.com,Danuja Sihombing,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03728,ayufarida24@yahoo.com,Ayu Farida,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03729,waniuyaina255@yahoo.com,Wani Uyainah,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03730,niyagasamo560@gmail.com,Niyaga Samosir,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03731,dianayulia362@outlook.com,Diana Yulianti,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03732,dianaharya794@pln.co.id,Diana Haryanti,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03735,hardiirawa477@yahoo.com,Hardi Irawan,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03736,qoriagusti481@outlook.com,Qori Agustina,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03740,najwawidia717@yahoo.com,Najwa Widiastuti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03741,zulfaandri959@gmail.com,Zulfa Andriani,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03742,amongwibis477@outlook.com,Among Wibisono,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03745,yaniyuliar540@yahoo.com,Yani Yuliarti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03747,johanhakim157@yahoo.com,Johan Hakim,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03748,harjayawin287@gmail.com,Harjaya Winarno,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03749,jasminuyai392@pln.co.id,Jasmin Uyainah,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03750,nadinehali549@outlook.com,Nadine Halimah,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03751,ciaobellam724@yahoo.com,Ciaobella Mayasari,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03754,nadinepras42@gmail.com,Nadine Prastuti,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03755,oliviayuni172@gmail.com,Olivia Yuniar,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03759,milapurnaw862@gmail.com,Mila Purnawati,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03760,yunitawula499@pln.co.id,Yunita Wulandari,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03761,haniharyan300@gmail.com,Hani Haryanti,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03762,indramahes537@gmail.com,Indra Maheswara,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03763,verohardia109@outlook.com,Vero Hardiansyah,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03764,anastasiam618@gmail.com,Anastasia Mulyani,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03765,cakrabuana224@yahoo.com,Cakrabuana Gunawan,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03766,yunitahast882@pln.co.id,Yunita Hastuti,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03768,hasnamayas47@yahoo.com,Hasna Mayasari,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03769,raharjaira21@outlook.com,Raharja Irawan,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03770,ismailuwai277@gmail.com,Ismail Uwais,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03771,carlalaksm294@gmail.com,Carla Laksmiwati,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03772,nardiwibis720@outlook.com,Nardi Wibisono,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03774,adeprayoga483@outlook.com,Ade Prayoga,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03776,emplukwido409@gmail.com,Empluk Widodo,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03778,eliwahyuni327@outlook.com,Eli Wahyuni,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03779,lalitakusw612@yahoo.com,Lalita Kuswandari,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03782,galihprase936@gmail.com,Galih Prasetyo,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03783,zahrapuspa410@outlook.com,Zahra Puspasari,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03784,legawaluyo532@yahoo.com,Lega Waluyo,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03785,cakrabuana873@outlook.com,Cakrabuana Lazuardi,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03787,nasimwacan829@pln.co.id,Nasim Wacana,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03789,gaduhsaput851@pln.co.id,Gaduh Saputra,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03790,rizkinabab264@outlook.com,Rizki Nababan,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03791,bakionosir986@gmail.com,Bakiono Siregar,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03792,widyasurya918@outlook.com,Widya Suryatmi,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03793,almiralail116@outlook.com,Almira Lailasari,KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03795,asmiantopr292@outlook.com,Asmianto Prasasta,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03796,adinatasit497@pln.co.id,Adinata Sitompul,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03797,kiandrahas600@yahoo.com,Kiandra Hasanah,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03799,karmasinag480@yahoo.com,Karma Sinaga,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03802,dinamelani540@outlook.com,Dina Melani,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03803,putrilaksm573@gmail.com,Putri Laksmiwati,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03804,zulfauyain73@yahoo.com,Zulfa Uyainah,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03805,betaniasur345@gmail.com,Betania Suryatmi,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03806,lantarsiho33@gmail.com,Lantar Sihombing,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03808,darmanhida484@pln.co.id,Darman Hidayat,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03810,gadinghard562@yahoo.com,Gading Hardiansyah,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03811,windahanda915@yahoo.com,Winda Handayani,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03812,arsipatrap359@yahoo.com,Arsipatra Putra,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03813,cahyantopr730@yahoo.com,Cahyanto Pradana,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03816,usyipuspit301@pln.co.id,Usyi Puspita,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03817,murtirajat13@pln.co.id,Murti Rajata,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03818,maimunahna744@outlook.com,Maimunah Nasyidah,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03819,vanesaangg336@gmail.com,Vanesa Anggraini,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03820,verosamosi316@pln.co.id,Vero Samosir,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03821,kuntharapr19@gmail.com,Kunthara Pratama,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03822,mitramansu553@yahoo.com,Mitra Mansur,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03823,laraswijay307@outlook.com,Laras Wijayanti,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03824,nadinehart346@yahoo.com,Nadine Hartati,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03826,nadiaaryan201@outlook.com,Nadia Aryani,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03829,kasusraput849@gmail.com,Kasusra Putra,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03831,atmautama667@pln.co.id,Atma Utama,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03832,ginayoland151@pln.co.id,Gina Yolanda,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03834,irahalimah564@pln.co.id,Ira Halimah,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03835,anitanasyi724@outlook.com,Anita Nasyidah,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03836,ciaobellar691@outlook.com,Ciaobella Rahayu,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03837,wulanharya746@yahoo.com,Wulan Haryanti,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03840,haritampub700@outlook.com,Hari Tampubolon,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03841,gandipange321@yahoo.com,Gandi Pangestu,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03842,cintaprast100@gmail.com,Cinta Prastuti,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03844,gadingfirg770@outlook.com,Gading Firgantoro,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03846,novaandria289@pln.co.id,Nova Andriani,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03849,jayengmang703@yahoo.com,Jayeng Mangunsong,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03850,mumpunisim254@pln.co.id,Mumpuni Simanjuntak,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03851,wagepradan285@gmail.com,Wage Pradana,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03852,luwardaman81@pln.co.id,Luwar Damanik,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03855,nasrullahp471@gmail.com,Nasrullah Putra,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03856,prayogoset29@gmail.com,Prayogo Setiawan,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03858,darmanasim886@pln.co.id,Darmana Simanjuntak,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03859,victoriala747@pln.co.id,Victoria Laksita,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03860,lamarsihom976@outlook.com,Lamar Sihombing,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03862,belindayul499@pln.co.id,Belinda Yulianti,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03863,embuhprada736@outlook.com,Embuh Pradana,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03867,ratnasafit341@outlook.com,Ratna Safitri,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03868,bambangfir365@yahoo.com,Bambang Firmansyah,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03870,gaduhutama635@pln.co.id,Gaduh Utama,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03872,jaimansapt63@outlook.com,Jaiman Saptono,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03873,dasahidaya117@outlook.com,Dasa Hidayat,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03877,belindapur954@yahoo.com,Belinda Purnawati,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03879,jamilsitum511@gmail.com,Jamil Situmorang,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03880,rikasafitr838@gmail.com,Rika Safitri,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03881,taswirnapi850@pln.co.id,Taswir Napitupulu,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03883,muniutama850@yahoo.com,Muni Utama,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03885,alikautami14@yahoo.com,Alika Utami,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03886,imambudiya609@gmail.com,Imam Budiyanto,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03887,inapuspasa897@yahoo.com,Ina Puspasari,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03888,padmiwinar424@outlook.com,Padmi Winarsih,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03889,sabrinapud212@outlook.com,Sabrina Pudjiastuti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03890,keziayolan551@pln.co.id,Kezia Yolanda,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03891,tiarawastu425@gmail.com,Tiara Wastuti,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03892,cemetinajm477@outlook.com,Cemeti Najmudin,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03896,jindrasala913@pln.co.id,Jindra Salahudin,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03897,kamariahas480@pln.co.id,Kamaria Hastuti,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03899,opungmarpa93@gmail.com,Opung Marpaung,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03902,darmantouw554@yahoo.com,Darmanto Uwais,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03904,martakasim973@yahoo.com,Martaka Simanjuntak,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03907,cahyonabab939@yahoo.com,Cahyo Nababan,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03909,rininasyia941@gmail.com,Rini Nasyiah,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03910,sabrinapur802@yahoo.com,Sabrina Purwanti,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03911,yunitazula400@yahoo.com,Yunita Zulaika,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03914,legawaangg338@pln.co.id,Legawa Anggriawan,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03915,clarawinar552@yahoo.com,Clara Winarsih,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03917,rafidpraka238@gmail.com,Rafid Prakasa,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03918,anomsitomp789@gmail.com,Anom Sitompul,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03919,kardiprasa163@pln.co.id,Kardi Prasasta,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03920,shaniapala606@outlook.com,Shania Palastri,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03921,najamwibow263@outlook.com,Najam Wibowo,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03922,almirasury874@pln.co.id,Almira Suryatmi,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03923,taufikpran732@pln.co.id,Taufik Pranowo,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03924,karjalazua628@pln.co.id,Karja Lazuardi,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03927,limarsuryo29@pln.co.id,Limar Suryono,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03929,shakilapur679@outlook.com,Shakila Purwanti,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03930,anaaryani689@outlook.com,Ana Aryani,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03934,darsirahgu515@yahoo.com,Darsirah Gunarto,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03935,rahmirahim752@yahoo.com,Rahmi Rahimah,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03936,widyalaila175@pln.co.id,Widya Lailasari,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03937,sitisudiat391@yahoo.com,Siti Sudiati,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03939,cakrabiraw653@yahoo.com,Cakrabirawa Maulana,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03940,zalindrala248@pln.co.id,Zalindra Laksita,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03942,taniakusma126@outlook.com,Tania Kusmawati,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03945,kandamangu473@outlook.com,Kanda Mangunsong,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03947,eliyolanda473@pln.co.id,Eli Yolanda,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03951,warsitasih360@pln.co.id,Warsita Sihombing,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03952,laswimanda143@yahoo.com,Laswi Mandala,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03953,akarsanama44@pln.co.id,Akarsana Maheswara,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03956,cakrawalaz446@gmail.com,Cakrawala Zulkarnain,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03957,ilsazulaik155@pln.co.id,Ilsa Zulaika,MATEMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03960,ginapuspit237@outlook.com,Gina Puspita,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03962,teguhtarih991@gmail.com,Teguh Tarihoran,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03963,rachelhali234@outlook.com,Rachel Halimah,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03964,cahyaardia874@yahoo.com,Cahya Ardianto,KOMUNIKASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03965,purwawibis947@yahoo.com,Purwa Wibisono,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03966,entengmans734@outlook.com,Enteng Mansur,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03968,yanisuarti802@gmail.com,Yani Suartini,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03971,mahesasuwa474@yahoo.com,Mahesa Suwarno,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03972,tarizulaik732@yahoo.com,Tari Zulaika,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03973,kawacarama33@outlook.com,Kawaca Ramadan,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03974,ekameganta175@yahoo.com,Eka Megantara,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03975,jokothamri298@pln.co.id,Joko Thamrin,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03976,zaenabastu200@pln.co.id,Zaenab Astuti,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03979,calistafar821@gmail.com,Calista Farida,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03980,oliviayuli357@yahoo.com,Olivia Yuliarti,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03981,yahyahakim701@yahoo.com,Yahya Hakim,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03982,dodositomp343@pln.co.id,Dodo Sitompul,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03983,ivansimbol643@outlook.com,Ivan Simbolon,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03984,ejakurniaw856@pln.co.id,Eja Kurniawan,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03985,ulyamandas491@gmail.com,Ulya Mandasari,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03986,baktiadipr882@outlook.com,Baktiadi Prasetyo,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03987,queenyulia647@yahoo.com,Queen Yulianti,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03988,hartanajan885@outlook.com,Hartana Januar,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03989,oniandrian799@yahoo.com,Oni Andriani,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03990,anitaperma708@yahoo.com,Anita Permata,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03991,kambaliraj173@pln.co.id,Kambali Rajata,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03993,argonohuta243@outlook.com,Argono Hutapea,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03995,purwawahyu888@outlook.com,Purwa Wahyudin,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03997,gambiratha866@gmail.com,Gambira Thamrin,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03998,dalionomar985@outlook.com,Daliono Maryadi,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03999,lintangyun796@outlook.com,Lintang Yuniar,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-04000,keziarahma467@yahoo.com,Kezia Rahmawati,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-04001,paramitauy634@yahoo.com,Paramita Uyainah,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-04003,bakiadipra156@outlook.com,Bakiadi Pradana,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-04004,hamzahhabi671@yahoo.com,Hamzah Habibi,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
