NO TES,EMAIL,NAMA,PRODI,KATEGORI,ABSTRACT_REASONING,VERBAL_REASONING,NUMERICAL_REASONING,TOTAL
TES-AKD-2026-04048,zamirapadm394@gmail.com,Zamira Padmasari,MANAJEMEN PEMASARAN,II,4,8,5,17
TES-AKD-2026-04049,lilianggra16@gmail.com,Lili Anggraini,MANAJEMEN,I,6,6,6,18
TES-AKD-2026-04050,calistalak680@pln.co.id,Calista Laksita,TEKNIK LISTRIK,I,5,7,9,21
TES-AKD-2026-04051,baktiantop498@yahoo.com,Baktianto Prabowo,AKUNTANSI,III,7,5,4,16
TES-AKD-2026-04052,ranggasuwa931@outlook.com,Rangga Suwarno,KONVERSI ENERGI,I,7,7,8,22
TES-AKD-2026-04053,yunimandas885@pln.co.id,Yuni Mandasari,TEKNIK GEOLOGI,I,6,7,8,21
TES-AKD-2026-04054,murtimegan670@gmail.com,Murti Megantara,MANAJEMEN,I,8,7,6,21
TES-AKD-2026-04055,manahwahyu586@yahoo.com,Manah Wahyudin,TEKNIK BIOENERGI,II,4,7,9,20
TES-AKD-2026-04056,novahartat695@gmail.com,Nova Hartati,TEKNIK INFORMATIKA,I,8,7,9,24
TES-AKD-2026-04057,darunawibi495@gmail.com,Daruna Wibisono,ADMINISTRASI BISNIS,I,8,9,5,22
TES-AKD-2026-04058,cahyajanua267@pln.co.id,Cahya Januar,MANAJEMEN BISNIS,I,5,8,9,22
TES-AKD-2026-04059,titinwulan402@outlook.com,Titin Wulandari,TEKNIK GEODESI,I,7,6,8,21
TES-AKD-2026-04060,ajimantamp584@gmail.com,Ajiman Tampubolon,KEUANGAN,II,7,7,5,19
TES-AKD-2026-04061,amiusada113@outlook.com,Ami Usada,TEKNIK ELEKTRO,II,7,3,7,17
TES-AKD-2026-04062,cakrabuana731@pln.co.id,Cakrabuana Hakim,TEKNIK SIPIL,I,9,5,8,22
TES-AKD-2026-04063,danujaputr466@outlook.com,Danuja Putra,TEKNIK INFORMATIKA,I,10,7,9,26
TES-AKD-2026-04064,zalindraan571@outlook.com,Zalindra Anggraini,SUPPLY CHAIN MANAGEMENT,I,7,6,5,18
TES-AKD-2026-04065,harsayapra233@outlook.com,Harsaya Prakasa,TEKNIK BIOENERGI,I,5,5,7,17
TES-AKD-2026-04066,kemalsuryo184@outlook.com,Kemal Suryono,TEKNIK KIMIA,I,10,4,9,23
TES-AKD-2026-04067,tiararahim411@outlook.com,Tiara Rahimah,AKUNTANSI,II,8,4,9,21
TES-AKD-2026-04068,vimanprase450@gmail.com,Viman Prasetya,PSIKOLOGI,I,8,7,7,22
TES-AKD-2026-04069,cahyamangu66@yahoo.com,Cahya Mangunsong,HUKUM,I,4,8,8,20
TES-AKD-2026-04070,ulinuraini475@yahoo.com,Uli Nuraini,TEKNIK PERTAMBANGAN,I,10,6,7,23
TES-AKD-2026-04071,daliminsin296@outlook.com,Dalimin Sinaga,TEKNIK MESIN,I,6,2,6,14
TES-AKD-2026-04072,bellautami751@yahoo.com,Bella Utami,TEKNIK GEODESI,I,8,4,7,19
TES-AKD-2026-04073,danangbudi801@outlook.com,Danang Budiman,TEKNIK MESIN,II,6,6,7,19
TES-AKD-2026-04074,tinayulian700@gmail.com,Tina Yulianti,TEKNIK SIPIL,III,5,6,7,18
TES-AKD-2026-04075,cemanimans883@pln.co.id,Cemani Mansur,MANAJEMEN PEMASARAN,I,4,8,7,19
TES-AKD-2026-04076,violetrahm769@outlook.com,Violet Rahmawati,KONVERSI ENERGI,II,8,5,5,18
TES-AKD-2026-04077,juliawahyu543@gmail.com,Julia Wahyuni,DATA SCIENCE,I,8,5,9,22
TES-AKD-2026-04078,amipuspita470@yahoo.com,Ami Puspita,MANAJEMEN PEMASARAN,II,5,8,6,19
TES-AKD-2026-04079,aurorapadm273@gmail.com,Aurora Padmasari,PROGRAM STUDI LAINNYA TEKNIK,I,7,4,9,20
TES-AKD-2026-04080,asmunimang583@pln.co.id,Asmuni Mangunsong,PROGRAM STUDI LAINNYA NON TEKNIK,I,10,5,6,21
TES-AKD-2026-04081,yahyagunaw180@yahoo.com,Yahya Gunawan,HUKUM,I,6,8,7,21
TES-AKD-2026-04082,gamansinag252@outlook.com,Gaman Sinaga,MANAJEMEN,I,6,5,7,18
TES-AKD-2026-04083,eluhpradan807@pln.co.id,Eluh Pradana,DATA SCIENCE,II,4,7,8,19
TES-AKD-2026-04084,harimurtip612@gmail.com,Harimurti Pangestu,ADMINISTRASI BISNIS,I,9,8,6,23
TES-AKD-2026-04085,putrianggr844@gmail.com,Putri Anggraini,MANAJEMEN PROYEK,I,6,9,5,20
TES-AKD-2026-04086,pardiwaluy32@outlook.com,Pardi Waluyo,TEKNIK GEODESI,III,7,5,7,19
TES-AKD-2026-04087,dianhartat682@yahoo.com,Dian Hartati,AKUNTANSI,I,6,5,6,17
TES-AKD-2026-04088,harjoprase404@yahoo.com,Harjo Prasetyo,TEKNIK MATERIAL,I,8,3,8,19
TES-AKD-2026-04089,kaylasudia633@gmail.com,Kayla Sudiati,KESELAMATAN DAN KESEHATAN KERJA,II,7,1,5,13
TES-AKD-2026-04090,adiarjafir834@yahoo.com,Adiarja Firmansyah,MANAJEMEN PROYEK,I,2,10,6,18
TES-AKD-2026-04091,bancarprak830@pln.co.id,Bancar Prakasa,TEKNIK LINGKUNGAN,I,7,9,5,21
TES-AKD-2026-04092,sitiusamah669@yahoo.com,Siti Usamah,PROGRAM STUDI LAINNYA NON TEKNIK,I,7,7,10,24
TES-AKD-2026-04093,salsabilas632@gmail.com,Salsabila Suryatmi,PSIKOLOGI,II,6,6,8,20
TES-AKD-2026-04094,malikapurw539@outlook.com,Malika Purwanti,TEKNIK GEOLOGI,I,6,7,7,20
TES-AKD-2026-04095,purwafirga576@yahoo.com,Purwa Firgantoro,PROGRAM STUDI LAINNYA NON TEKNIK,I,7,8,10,25
TES-AKD-2026-04096,bambangmah512@outlook.com,Bambang Maheswara,MANAJEMEN PROYEK,II,6,7,7,20
TES-AKD-2026-04097,kenziesina865@pln.co.id,Kenzie Sinaga,HUKUM,I,6,9,4,19
TES-AKD-2026-04098,verosinaga668@yahoo.com,Vero Sinaga,AKUNTANSI,I,5,6,8,19
TES-AKD-2026-04099,ghaliyatip548@yahoo.com,Ghaliyati Pertiwi,DATA SCIENCE,I,9,5,7,21
TES-AKD-2026-04100,limannugro384@yahoo.com,Liman Nugroho,MANAJEMEN PEMASARAN,I,2,7,6,15
TES-AKD-2026-04101,imamsihota347@gmail.com,Imam Sihotang,PSIKOLOGI,I,6,6,4,16
TES-AKD-2026-04102,ajimatdong489@pln.co.id,Ajimat Dongoran,TEKNIK MATERIAL,I,8,8,8,24
TES-AKD-2026-04103,tasdikpran626@pln.co.id,Tasdik Pranowo,HUKUM,I,8,7,7,22
TES-AKD-2026-04104,hildapadma195@yahoo.com,Hilda Padmasari,PSIKOLOGI,I,7,8,6,21
TES-AKD-2026-04105,karyanarpa979@yahoo.com,Karya Narpati,PSIKOLOGI,I,6,5,8,19
TES-AKD-2026-04106,suciwuland388@outlook.com,Suci Wulandari,TEKNIK LINGKUNGAN,I,8,6,7,21
TES-AKD-2026-04107,cicimardhi848@yahoo.com,Cici Mardhiyah,TEKNIK INDUSTRI,I,7,9,8,24
TES-AKD-2026-04108,anitarahay807@outlook.com,Anita Rahayu,TEKNIK KIMIA,II,8,6,10,24
TES-AKD-2026-04109,umayanajmu990@pln.co.id,Umaya Najmudin,ADMINISTRASI BISNIS,II,8,9,6,23
TES-AKD-2026-04110,hafshahpra33@pln.co.id,Hafshah Pratiwi,HUKUM,I,5,8,4,17
TES-AKD-2026-04111,yanifujiat885@outlook.com,Yani Fujiati,ENERGI BARU TERBARUKAN,II,6,7,5,18
TES-AKD-2026-04112,inamelani770@gmail.com,Ina Melani,TEKNIK ELEKTRO,III,6,8,9,23
TES-AKD-2026-04113,salwahastu50@yahoo.com,Salwa Hastuti,TEKNIK INFORMATIKA,II,5,8,6,19
TES-AKD-2026-04114,edipranowo321@gmail.com,Edi Pranowo,TEKNIK ELEKTRO,II,6,2,8,16
TES-AKD-2026-04115,asirwadada35@pln.co.id,Asirwada Damanik,HUKUM,II,6,8,7,21
TES-AKD-2026-04116,ulipudjias140@outlook.com,Uli Pudjiastuti,AKUNTANSI,I,7,8,5,20
TES-AKD-2026-04117,nalarwidod638@yahoo.com,Nalar Widodo,MANAJEMEN KEUANGAN,I,7,7,2,16
TES-AKD-2026-04118,uchitapert486@outlook.com,Uchita Pertiwi,AKUNTANSI,II,7,7,6,20
TES-AKD-2026-04119,wanihariya709@pln.co.id,Wani Hariyah,MANAJEMEN,II,6,9,6,21
TES-AKD-2026-04120,marganadam447@yahoo.com,Margana Damanik,TEKNIK LINGKUNGAN,I,7,5,6,18
TES-AKD-2026-04121,yuniaryani789@pln.co.id,Yuni Aryani,PUBLIC POLICY,I,6,5,5,16
TES-AKD-2026-04122,hasnayolan353@pln.co.id,Hasna Yolanda,TEKNIK INFORMATIKA,I,7,3,9,19
TES-AKD-2026-04123,elmahartat932@yahoo.com,Elma Hartati,TEKNIK SIPIL,II,8,6,8,22
TES-AKD-2026-04124,fitrianiri175@gmail.com,Fitriani Riyanti,MANAJEMEN ASET,I,6,6,6,18
TES-AKD-2026-04125,udawidodo896@gmail.com,Uda Widodo,TEKNIK SIPIL,II,10,6,6,22
TES-AKD-2026-04126,nadiaaryan13@outlook.com,Nadia Aryani,MANAJEMEN,II,8,7,7,22
TES-AKD-2026-04127,nalarsireg906@yahoo.com,Nalar Siregar,ELEKTRONIKA DAN INSTRUMENTASI,I,7,5,7,19
TES-AKD-2026-04128,rainaanggr469@gmail.com,Raina Anggraini,TEKNIK ELEKTRO,I,9,8,8,25
TES-AKD-2026-04129,karsaharya856@yahoo.com,Karsa Haryanto,TEKNIK LINGKUNGAN,I,7,6,7,20
TES-AKD-2026-04130,rinikuswan967@gmail.com,Rini Kuswandari,PROGRAM STUDI LAINNYA TEKNIK,II,5,8,8,21
TES-AKD-2026-04131,balanggama331@yahoo.com,Balangga Manullang,TEKNIK INFORMATIKA,III,8,5,9,22
TES-AKD-2026-04132,kanipratiw845@gmail.com,Kani Pratiwi,MANAJEMEN,II,7,6,6,19
TES-AKD-2026-04133,rusmanpang243@outlook.com,Rusman Pangestu,SAFETY ENGINEERING,II,7,6,9,22
TES-AKD-2026-04134,calistapra560@gmail.com,Calista Prastuti,MANAJEMEN KEUANGAN,II,6,8,5,19
TES-AKD-2026-04135,kairavnash503@gmail.com,Kairav Nashiruddin,TEKNIK INDUSTRI,I,10,6,7,23
TES-AKD-2026-04136,yessikuswa382@pln.co.id,Yessi Kuswandari,TEKNIK GEODESI,I,7,6,8,21
TES-AKD-2026-04137,pangestusa917@outlook.com,Pangestu Saefullah,MANAJEMEN,I,5,10,7,22
TES-AKD-2026-04138,darmajipan416@yahoo.com,Darmaji Pangestu,MANAJEMEN PROYEK,I,6,7,9,22
TES-AKD-2026-04139,gantarwibi259@pln.co.id,Gantar Wibisono,PROGRAM STUDI LAINNYA NON TEKNIK,II,6,7,6,19
TES-AKD-2026-04140,ifanamaga632@yahoo.com,Ifa Namaga,TEKNIK KIMIA,I,9,5,8,22
TES-AKD-2026-04141,maimunahsu426@gmail.com,Maimunah Sudiati,TEKNIK PERTAMBANGAN,I,6,5,9,20
TES-AKD-2026-04142,ramamaryad745@gmail.com,Rama Maryadi,BIG DATA DAN BUSINESS INTELLIGENCE,I,9,8,7,24
TES-AKD-2026-04143,dimazwijay163@outlook.com,Dimaz Wijaya,TEKNIK BIOENERGI,I,5,6,9,20
TES-AKD-2026-04144,digdayahab430@yahoo.com,Digdaya Habibi,MANAJEMEN BISNIS,I,5,9,4,18
TES-AKD-2026-04145,asmunipran317@pln.co.id,Asmuni Pranowo,MANAJEMEN,I,7,9,5,21
TES-AKD-2026-04146,farhunnisa463@yahoo.com,Farhunnisa Usamah,KESELAMATAN DAN KESEHATAN KERJA,I,6,6,6,18
TES-AKD-2026-04147,juliasafit809@gmail.com,Julia Safitri,KESELAMATAN DAN KESEHATAN KERJA,I,2,9,8,19
TES-AKD-2026-04148,irsadgunaw238@outlook.com,Irsad Gunawan,MANAJEMEN BISNIS,I,4,7,4,15
TES-AKD-2026-04149,kasiranpra756@outlook.com,Kasiran Pradana,KONVERSI ENERGI,I,5,4,6,15
TES-AKD-2026-04150,zulfazulai604@yahoo.com,Zulfa Zulaika,DIGITAL MARKETING DAN ANALYTICS,II,8,7,7,22
TES-AKD-2026-04151,mujurirawa598@gmail.com,Mujur Irawan,MANAJEMEN INVESTASI BANK,III,6,5,6,17
TES-AKD-2026-04152,tirapuspas864@gmail.com,Tira Puspasari,TEKNIK LINGKUNGAN,I,9,6,8,23
TES-AKD-2026-04153,yessiuyain57@pln.co.id,Yessi Uyainah,TEKNIK BIOENERGI,I,6,5,10,21
TES-AKD-2026-04154,jaimanwina460@outlook.com,Jaiman Winarno,ADMINISTRASI BISNIS,I,6,6,9,21
TES-AKD-2026-04155,bambangsit616@yahoo.com,Bambang Sitompul,TEKNIK KIMIA,I,8,6,7,21
TES-AKD-2026-04156,omannapitu660@outlook.com,Oman Napitupulu,TEKNIK ELEKTRO,I,8,5,4,17
TES-AKD-2026-04157,harjasirai841@outlook.com,Harja Sirait,MANAJEMEN BISNIS,I,7,7,5,19
TES-AKD-2026-04158,hamzahwask843@gmail.com,Hamzah Waskita,HUKUM,I,7,9,4,20
TES-AKD-2026-04159,rikanurain771@pln.co.id,Rika Nuraini,TEKNIK INDUSTRI,I,8,6,7,21
TES-AKD-2026-04160,juliakusma107@pln.co.id,Julia Kusmawati,MANAJEMEN,I,5,6,6,17
TES-AKD-2026-04161,windaperma407@gmail.com,Winda Permata,MANAJEMEN,I,8,7,8,23
TES-AKD-2026-04162,ayurahmawa518@outlook.com,Ayu Rahmawati,TEKNIK ELEKTRO,II,9,7,6,22
TES-AKD-2026-04163,agnessudia272@gmail.com,Agnes Sudiati,TEKNIK PERTAMBANGAN,II,6,5,7,18
TES-AKD-2026-04164,intanmarya925@yahoo.com,Intan Maryati,TEKNIK INFORMATIKA,I,6,4,10,20
TES-AKD-2026-04165,baktionoma722@gmail.com,Baktiono Maulana,TEKNIK KIMIA,I,8,7,8,23
TES-AKD-2026-04166,zulfanasyi653@gmail.com,Zulfa Nasyiah,TEKNIK KIMIA,I,7,6,7,20
TES-AKD-2026-04167,cemplunkpr915@gmail.com,Cemplunk Prabowo,KOMUNIKASI,I,9,9,6,24
TES-AKD-2026-04168,omarnaingg978@gmail.com,Omar Nainggolan,MANAJEMEN,I,7,10,9,26
TES-AKD-2026-04169,keziarahay537@yahoo.com,Kezia Rahayu,DATA SCIENCE,I,7,5,7,19
TES-AKD-2026-04170,mustofadon403@gmail.com,Mustofa Dongoran,TEKNIK PERTAMBANGAN,III,10,7,5,22
TES-AKD-2026-04171,dinanovita970@pln.co.id,Dina Novitasari,TEKNIK ELEKTRO,II,7,7,9,23
TES-AKD-2026-04172,victoriaha449@gmail.com,Victoria Halimah,MANAJEMEN PROYEK,I,8,9,7,24
TES-AKD-2026-04173,tasdikmary639@pln.co.id,Tasdik Maryadi,TEKNIK PERTAMBANGAN,I,7,6,8,21
TES-AKD-2026-04174,tinasuryat624@gmail.com,Tina Suryatmi,TEKNIK INDUSTRI,I,9,6,8,23
TES-AKD-2026-04175,kalimwibis670@yahoo.com,Kalim Wibisono,MANAJEMEN INVESTASI BANK,I,5,8,6,19
TES-AKD-2026-04176,lutfanraja875@yahoo.com,Lutfan Rajasa,MANAJEMEN PEMASARAN,I,5,6,8,19
TES-AKD-2026-04177,devipuspas798@gmail.com,Devi Puspasari,TEKNIK MESIN,I,6,7,8,21
TES-AKD-2026-04178,olivawidia110@yahoo.com,Oliva Widiastuti,TEKNIK SIPIL,I,8,6,7,21
TES-AKD-2026-04179,shakilasua988@pln.co.id,Shakila Suartini,KEUANGAN,II,6,6,6,18
TES-AKD-2026-04180,janepurnaw662@pln.co.id,Jane Purnawati,TEKNIK LINGKUNGAN,I,8,7,4,19
TES-AKD-2026-04181,prakosasar26@pln.co.id,Prakosa Saragih,TEKNIK GEODESI,I,7,8,9,24
TES-AKD-2026-04182,kamaladria170@pln.co.id,Kamal Adriansyah,TEKNIK SIPIL,III,6,4,5,15
TES-AKD-2026-04183,mamansihot483@gmail.com,Maman Sihotang,MANAJEMEN ASET,I,7,6,5,18
TES-AKD-2026-04184,kamariahar940@outlook.com,Kamaria Hartati,MANAJEMEN RISIKO,I,5,7,9,21
TES-AKD-2026-04185,milaoktavi254@pln.co.id,Mila Oktaviani,TEKNIK LINGKUNGAN,I,7,6,10,23
TES-AKD-2026-04186,farhunnisa400@yahoo.com,Farhunnisa Handayani,AKUNTANSI,III,5,4,7,16
TES-AKD-2026-04187,abyasasire289@pln.co.id,Abyasa Siregar,ENERGI BARU TERBARUKAN,I,5,6,6,17
TES-AKD-2026-04188,cawukzulka670@yahoo.com,Cawuk Zulkarnain,AKUNTANSI,I,6,7,8,21
TES-AKD-2026-04189,fitrianiyu793@outlook.com,Fitriani Yulianti,SUPPLY CHAIN MANAGEMENT,I,5,6,6,17
TES-AKD-2026-04190,ratihwastu333@yahoo.com,Ratih Wastuti,TEKNIK KIMIA,I,6,6,9,21
TES-AKD-2026-04191,victoriauy923@pln.co.id,Victoria Uyainah,SAFETY ENGINEERING,I,6,6,10,22
TES-AKD-2026-04192,sariusada642@pln.co.id,Sari Usada,DATA SCIENCE,I,10,5,7,22
TES-AKD-2026-04193,zulfawidia172@yahoo.com,Zulfa Widiastuti,PSIKOLOGI,I,6,9,5,20
TES-AKD-2026-04194,kayunputra823@outlook.com,Kayun Putra,KESELAMATAN DAN KESEHATAN KERJA,I,8,5,9,22
TES-AKD-2026-04195,patriciaha88@outlook.com,Patricia Hariyah,TEKNIK KIMIA,II,9,5,7,21
TES-AKD-2026-04196,putriusada88@yahoo.com,Putri Usada,PUBLIC POLICY,I,3,6,4,13
TES-AKD-2026-04197,wardayapra650@yahoo.com,Wardaya Prasetya,TEKNIK BIOENERGI,II,9,6,9,24
TES-AKD-2026-04198,azaleahary869@gmail.com,Azalea Haryanti,TEKNIK SIPIL,II,8,6,8,22
TES-AKD-2026-04199,elisawinar167@outlook.com,Elisa Winarsih,TEKNIK INFORMATIKA,I,6,6,7,19
TES-AKD-2026-04200,farahmarya245@yahoo.com,Farah Maryati,TEKNIK PERTAMBANGAN,I,7,9,9,25
TES-AKD-2026-04201,usyipudjia560@outlook.com,Usyi Pudjiastuti,MANAJEMEN,III,5,7,6,18
TES-AKD-2026-04202,budisirait769@pln.co.id,Budi Sirait,DIGITAL MARKETING DAN ANALYTICS,I,3,4,5,12
TES-AKD-2026-04203,mustofasit499@pln.co.id,Mustofa Sitompul,KESELAMATAN DAN KESEHATAN KERJA,I,5,6,9,20
TES-AKD-2026-04204,yulianasus544@gmail.com,Yuliana Susanti,DATA SCIENCE,II,6,6,8,20
TES-AKD-2026-04205,kiandralak359@pln.co.id,Kiandra Laksmiwati,TEKNIK INFORMATIKA,I,8,6,8,22
TES-AKD-2026-04206,ibrahimgun468@pln.co.id,Ibrahim Gunawan,MANAJEMEN PEMASARAN,I,7,9,6,22
TES-AKD-2026-04207,bahuraksap167@pln.co.id,Bahuraksa Pratama,SUPPLY CHAIN MANAGEMENT,II,5,8,4,17
TES-AKD-2026-04208,harjasagun87@pln.co.id,Harjasa Gunarto,MANAJEMEN KEUANGAN,II,8,7,8,23
TES-AKD-2026-04209,cindyusama782@gmail.com,Cindy Usamah,TEKNIK KIMIA,II,7,6,6,19
TES-AKD-2026-04210,baktiadira276@pln.co.id,Baktiadi Rajasa,TEKNIK SIPIL,I,8,7,4,19
TES-AKD-2026-04211,lasmantosi601@pln.co.id,Lasmanto Sitorus,TEKNIK GEODESI,I,9,7,9,25
TES-AKD-2026-04212,zalindraan902@outlook.com,Zalindra Anggraini,TEKNIK BIOENERGI,I,7,5,9,21
TES-AKD-2026-04213,gadangsant33@pln.co.id,Gadang Santoso,MATEMATIKA,I,7,6,6,19
TES-AKD-2026-04214,purwantowa25@outlook.com,Purwanto Wahyudin,ADMINISTRASI BISNIS,I,6,6,3,15
TES-AKD-2026-04215,padmausada487@gmail.com,Padma Usada,AKUNTANSI,I,5,9,3,17
TES-AKD-2026-04216,darupraset808@yahoo.com,Daru Prasetya,TEKNIK KIMIA,II,7,8,9,24
TES-AKD-2026-04217,novaoktavi561@outlook.com,Nova Oktaviani,TEKNIK ELEKTRO,I,7,6,6,19
TES-AKD-2026-04218,ananuraini494@pln.co.id,Ana Nuraini,MANAJEMEN,II,4,5,6,15
TES-AKD-2026-04219,vickyandri624@yahoo.com,Vicky Andriani,TEKNIK PERTAMBANGAN,III,8,6,9,23
TES-AKD-2026-04220,umarsirega580@gmail.com,Umar Siregar,TEKNIK LISTRIK,I,5,8,5,18
TES-AKD-2026-04221,elihandaya185@gmail.com,Eli Handayani,TEKNIK MESIN,II,10,4,8,22
TES-AKD-2026-04222,najwawulan961@outlook.com,Najwa Wulandari,TEKNIK GEOLOGI,II,10,8,10,28
TES-AKD-2026-04223,kawayadama293@outlook.com,Kawaya Damanik,MANAJEMEN RISIKO,II,7,8,6,21
TES-AKD-2026-04224,bagyawaski445@yahoo.com,Bagya Waskita,MANAJEMEN KEUANGAN,I,7,8,6,21
TES-AKD-2026-04225,dartonouta458@outlook.com,Dartono Utama,MANAJEMEN BISNIS,I,6,7,5,18
TES-AKD-2026-04226,kusumamanu224@yahoo.com,Kusuma Manullang,TEKNIK INDUSTRI,II,5,7,9,21
TES-AKD-2026-04227,radenhabib442@gmail.com,Raden Habibi,SAFETY ENGINEERING,I,7,7,10,24
TES-AKD-2026-04228,yusufprata81@gmail.com,Yusuf Pratama,TEKNIK INDUSTRI,I,8,6,7,21
TES-AKD-2026-04229,harjanugro456@yahoo.com,Harja Nugroho,KOMUNIKASI,II,6,8,7,21
TES-AKD-2026-04230,maimunahpu338@pln.co.id,Maimunah Puspita,MANAJEMEN PROYEK,I,6,10,6,22
TES-AKD-2026-04231,harjowacan693@yahoo.com,Harjo Wacana,TEKNIK MATERIAL,I,8,7,10,25
TES-AKD-2026-04232,asirwandam947@outlook.com,Asirwanda Maheswara,MANAJEMEN BISNIS,I,5,5,7,17
TES-AKD-2026-04233,luwessarag88@outlook.com,Luwes Saragih,MATEMATIKA,III,9,6,9,24
TES-AKD-2026-04234,tugimantar133@outlook.com,Tugiman Tarihoran,MATEMATIKA,II,8,4,8,20
TES-AKD-2026-04235,pardikuswo697@yahoo.com,Pardi Kuswoyo,MANAJEMEN PROYEK,II,7,8,8,23
TES-AKD-2026-04236,lailapurwa952@gmail.com,Laila Purwanti,TEKNIK LINGKUNGAN,I,7,7,7,21
TES-AKD-2026-04237,yancewinar963@outlook.com,Yance Winarsih,HUKUM,II,5,9,4,18
TES-AKD-2026-04238,jagapatipr580@gmail.com,Jagapati Prayoga,TEKNIK INDUSTRI,I,7,6,5,18
TES-AKD-2026-04239,tasnimrama882@outlook.com,Tasnim Ramadan,TEKNIK LISTRIK,I,9,5,5,19
TES-AKD-2026-04240,ulyawinars815@pln.co.id,Ulya Winarsih,TEKNIK INDUSTRI,I,7,9,6,22
TES-AKD-2026-04241,asmadiwija900@pln.co.id,Asmadi Wijaya,TEKNIK KIMIA,III,8,8,6,22
TES-AKD-2026-04242,jumadirama305@yahoo.com,Jumadi Ramadan,TEKNIK ELEKTRO,II,9,9,9,27
TES-AKD-2026-04243,julinurain159@outlook.com,Juli Nuraini,ENERGI BARU TERBARUKAN,I,6,5,5,16
TES-AKD-2026-04244,gildahastu292@yahoo.com,Gilda Hastuti,DATA SCIENCE,III,5,8,9,22
TES-AKD-2026-04245,kayunsireg980@outlook.com,Kayun Siregar,MANAJEMEN PROYEK,II,7,8,6,21
TES-AKD-2026-04246,munisihota233@pln.co.id,Muni Sihotang,SUPPLY CHAIN MANAGEMENT,I,6,6,3,15
TES-AKD-2026-04247,wulanyolan354@outlook.com,Wulan Yolanda,MANAJEMEN PEMASARAN,II,7,7,6,20
TES-AKD-2026-04248,adikaragun99@pln.co.id,Adikara Gunarto,ADMINISTRASI BISNIS,II,5,6,9,20
TES-AKD-2026-04249,darunamans389@gmail.com,Daruna Mansur,AKUNTANSI,I,6,5,6,17
TES-AKD-2026-04250,marsitohab513@yahoo.com,Marsito Habibi,DIGITAL MARKETING DAN ANALYTICS,II,5,7,6,18
TES-AKD-2026-04251,kandabudiy214@outlook.com,Kanda Budiyanto,MANAJEMEN BISNIS,I,5,8,6,19
TES-AKD-2026-04252,galihwasit124@yahoo.com,Galih Wasita,TEKNIK INFORMATIKA,I,6,4,5,15
TES-AKD-2026-04253,mahfudputr151@yahoo.com,Mahfud Putra,SUPPLY CHAIN MANAGEMENT,I,7,5,7,19
TES-AKD-2026-04254,galarwinar684@pln.co.id,Galar Winarno,KONVERSI ENERGI,I,6,10,4,20
TES-AKD-2026-04255,sitihanday878@outlook.com,Siti Handayani,MATEMATIKA,II,7,5,7,19
TES-AKD-2026-04256,siskahanda707@pln.co.id,Siska Handayani,MANAJEMEN PROYEK,II,7,5,7,19
TES-AKD-2026-04257,galangsury715@outlook.com,Galang Suryono,TEKNIK GEOLOGI,I,8,7,7,22
TES-AKD-2026-04258,bagussanto848@gmail.com,Bagus Santoso,TEKNIK KIMIA,I,6,5,8,19
TES-AKD-2026-04259,tasnimpras777@outlook.com,Tasnim Prasetyo,TEKNIK SIPIL,I,8,8,8,24
TES-AKD-2026-04260,salwaharya219@outlook.com,Salwa Haryanti,MANAJEMEN BISNIS,I,7,6,5,18
TES-AKD-2026-04261,cahyasapto535@yahoo.com,Cahya Saptono,HUKUM,I,4,7,5,16
TES-AKD-2026-04262,halimakusm672@outlook.com,Halima Kusmawati,ADMINISTRASI BISNIS,I,4,7,4,15
TES-AKD-2026-04263,lanangsimb346@pln.co.id,Lanang Simbolon,HUKUM,II,7,7,7,21
TES-AKD-2026-04264,kenariwasi278@outlook.com,Kenari Wasita,MANAJEMEN ASET,I,5,10,7,22
TES-AKD-2026-04265,prabowopra963@outlook.com,Prabowo Prasetya,AKUNTANSI,II,5,6,7,18
TES-AKD-2026-04266,cakrajiyaw537@pln.co.id,Cakrajiya Wacana,DATA SCIENCE,I,10,7,8,25
TES-AKD-2026-04267,citraharya71@gmail.com,Citra Haryanti,TEKNIK KIMIA,I,7,5,7,19
TES-AKD-2026-04268,ulvamaryat651@pln.co.id,Ulva Maryati,ADMINISTRASI BISNIS,I,7,9,8,24
TES-AKD-2026-04269,taswirhard422@gmail.com,Taswir Hardiansyah,TEKNIK KIMIA,I,10,7,9,26
TES-AKD-2026-04270,elmauyaina927@gmail.com,Elma Uyainah,MANAJEMEN PEMASARAN,II,5,7,7,19
TES-AKD-2026-04271,kamariawin742@gmail.com,Kamaria Winarsih,TEKNIK KIMIA,I,6,7,9,22
TES-AKD-2026-04272,clarayunia500@yahoo.com,Clara Yuniar,MANAJEMEN RISIKO,II,8,9,6,23
TES-AKD-2026-04273,jumadiprab417@yahoo.com,Jumadi Prabowo,DATA SCIENCE,II,8,4,7,19
TES-AKD-2026-04274,cagakprase101@yahoo.com,Cagak Prasetyo,MANAJEMEN PEMASARAN,I,5,7,9,21
TES-AKD-2026-04275,taniaaryan592@gmail.com,Tania Aryani,PSIKOLOGI,II,7,7,7,21
TES-AKD-2026-04276,emilsetiaw143@gmail.com,Emil Setiawan,ELEKTRONIKA DAN INSTRUMENTASI,I,8,6,5,19
TES-AKD-2026-04277,mulyantopr487@outlook.com,Mulyanto Prasasta,MANAJEMEN PEMASARAN,II,7,8,7,22
TES-AKD-2026-04278,padmapuspa387@gmail.com,Padma Puspasari,TEKNIK LINGKUNGAN,II,6,6,8,20
