ID_PENDAFTARAN,NAMA REKRUTMEN,JENJANG,USIA,PRODI,JURUSAN ASAL PERGURUAN TINGGI / SEKOLAH,NEM/IPK,GELAR,JENIS KELAMIN,NAMA,AGAMA,STATUS,NO KTP,NO PONSEL,EMAIL,TAHUN LAHIR,BULAN LAHIR,TANGGAL LAHIR,TEMPAT LAHIR,KOTA KTP,ALAMAT KTP,KODE POS,TAHUN LULUS SMA,TAHUN MASUK SMA,TAHUN LULUS SMP,TAHUN MASUK SMP,TAHUN LULUS SD,TAHUN MASUK SD,ASAL SD/KOTA,ASAL SMP/KOTA,ASAL SMA/KOTA,UKURAN BAJU,UKURAN SEPATU,UKURAN CELANA,VERIFIKATOR,UMUR,STATUS NIKAH,IPK,JURUSAN,KTP,AKTA,IJAZAH,TRANSKRIP,ENGLISH SKILL
REG-2026-06517,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,DATA SCIENCE,Universitas Gadjah Mada,3.55,M.M.,Laki-laki,Jarwadi Januar,Islam,Belum Kawin,2015726992931297,+62-0239-867-8583,jarwadijan744@outlook.com,2002,7,10,Batam,Batam,Gang Rumah Sakit No. 8,27840,2020,2017,2017,2014,2014,2008,Kota Administrasi Jakarta Utara,Bekasi,Solok,L,37,35,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06518,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,ELEKTRONIKA DAN INSTRUMENTASI,Telkom University,3.33,S.E.,Perempuan,Yulia Palastri,Islam,Belum Kawin,3771640115284216,+62 (52) 156-1620,yuliapalas17@pln.co.id,2005,9,14,Lubuklinggau,Lubuklinggau,Jalan Bangka Raya No. 98,34403,2023,2020,2020,2017,2017,2011,Makassar,Payakumbuh,Probolinggo,S,39,33,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-06519,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,25,DATA SCIENCE,Universitas Sebelas Maret,3.17,M.M.,Laki-laki,Balamantri Pranowo,Islam,Belum Kawin,5805082174290658,081 970 7052,balamantri343@yahoo.com,2001,2,26,Denpasar,Denpasar,Gang Stasiun Wonokromo No. 5,56992,2019,2016,2016,2013,2013,2007,Parepare,Kota Administrasi Jakarta Pusat,Banda Aceh,XXXL,38,29,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06520,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,TEKNIK INDUSTRI,Telkom University,3.62,S.T.,Laki-laki,Marsudi Firmansyah,Islam,Belum Kawin,0794936733842112,082 243 5846,marsudifir670@yahoo.com,2001,11,4,Probolinggo,Probolinggo,Gg. Kiaracondong No. 8,94018,2019,2016,2016,2013,2013,2007,Parepare,Purwokerto,Medan,L,44,39,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06521,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,AKUNTANSI,Universitas Muhammadiyah Yogyakarta,3.64,S.E.,Perempuan,Yani Purwanti,Islam,Belum Kawin,0073266247562212,(003) 654 3859,yanipurwan191@pln.co.id,2004,10,11,Batu,Batu,Gg. Yos Sudarso No. 7,04426,2022,2019,2019,2016,2016,2010,Malang,Surabaya,Tebingtinggi,S,43,28,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06522,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,TEKNIK GEODESI,Universitas Sriwijaya,3.65,S.T.,Laki-laki,Raden Sinaga,Islam,Belum Kawin,4761189273290118,086 017 1505,radensinag917@yahoo.com,2001,3,12,Bandar Lampung,Bandar Lampung,Gang M.T Haryono No. 736,71164,2019,2016,2016,2013,2013,2007,Bandung,Bandar Lampung,Tanjungbalai,XXL,43,34,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06523,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,SUPPLY CHAIN MANAGEMENT,Universitas Jember,3.36,M.M.,Perempuan,Hilda Hartati,Islam,Kawin,1100560980569939,+62 (14) 406-0645,hildaharta696@outlook.com,2002,6,11,Tegal,Tegal,Gg. Cempaka No. 403,96198,2020,2017,2017,2014,2014,2008,Prabumulih,Palangkaraya,Tual,XL,36,30,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-06524,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,24,MANAJEMEN PEMASARAN,Universitas Pendidikan Indonesia,4.0,M.M.,Laki-laki,Endra Waluyo,Islam,Belum Kawin,9481482454295528,+62-93-759-6372,endrawaluy257@outlook.com,2002,3,2,Kota Administrasi Jakarta Timur,Kota Administrasi Jakarta Timur,Gg. Monginsidi No. 06,95824,2020,2017,2017,2014,2014,2008,Tegal,Metro,Kendari,XXXL,41,34,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-06525,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,HUKUM,Universitas Trisakti,3.99,S.H.,Laki-laki,Wasis Zulkarnain,Kristen,Belum Kawin,5601229962902115,082 668 1965,wasiszulka372@pln.co.id,2003,10,24,Singkawang,Singkawang,Gang Setiabudhi No. 43,98744,2021,2018,2018,2015,2015,2009,Sungai Penuh,Banjarbaru,Pasuruan,XXL,36,38,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06526,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,24,TEKNIK BIOENERGI,Universitas Jember,3.31,S.T.,Laki-laki,Galiono Sinaga,Islam,Belum Kawin,6591641921731700,(0532) 956 2366,galionosin222@gmail.com,2002,12,21,Bogor,Bogor,Gg. Wonoayu No. 03,91036,2020,2017,2017,2014,2014,2008,Jambi,Tebingtinggi,Payakumbuh,S,42,37,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-06527,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK MESIN,Universitas Padjadjaran,3.89,S.T.,Perempuan,Shania Namaga,Kristen,Belum Kawin,6220173872330327,+62-064-563-6302,shanianama940@gmail.com,2003,7,19,Palembang,Palembang,Jalan Antapani Lama No. 2,22008,2021,2018,2018,2015,2015,2009,Dumai,Yogyakarta,Dumai,XL,40,31,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06528,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,MANAJEMEN KEUANGAN,Universitas Indonesia,3.43,S.E.,Laki-laki,Jarwa Wasita,Islam,Belum Kawin,6817475355768036,(023) 823-7529,jarwawasit933@pln.co.id,2004,10,24,Tomohon,Tomohon,Gg. Pasirkoja No. 92,46022,2022,2019,2019,2016,2016,2010,Madiun,Kotamobagu,Pagaralam,XL,37,37,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06529,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,MATEMATIKA,Institut Teknologi Sepuluh Nopember,3.88,S.E.,Perempuan,Mala Melani,Islam,Belum Kawin,9470019767008001,082 994 8221,malamelani62@yahoo.com,2001,12,1,Tanjungpinang,Tanjungpinang,Jalan Pasirkoja No. 301,73889,2019,2016,2016,2013,2013,2007,Depok,Surabaya,Jambi,XXXL,44,31,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-06530,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,21,ELEKTRONIKA DAN INSTRUMENTASI,Universitas Sebelas Maret,3.84,S.E.,Perempuan,Febi Usamah,Islam,Belum Kawin,1113053194988995,(0172) 824 3696,febiusamah361@pln.co.id,2005,5,20,Tual,Tual,Gang Kiaracondong No. 283,55371,2023,2020,2020,2017,2017,2011,Kota Administrasi Jakarta Utara,Probolinggo,Ambon,S,36,31,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-06531,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,28,SUPPLY CHAIN MANAGEMENT,Telkom University,3.24,M.M.,Laki-laki,Pranata Budiyanto,Islam,Belum Kawin,4917628809424548,+62 (99) 867 7983,pranatabud691@gmail.com,1998,1,25,Semarang,Semarang,Jl. Cihampelas No. 6,68359,2016,2013,2013,2010,2010,2004,Padang Sidempuan,Tarakan,Singkawang,M,43,33,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06532,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,HUKUM,Universitas Brawijaya,3.76,S.H.,Perempuan,Mila Safitri,Islam,Belum Kawin,0404767978123280,+62-0455-202-8984,milasafitr191@pln.co.id,2005,12,13,Kota Administrasi Jakarta Barat,Kota Administrasi Jakarta Barat,Jalan Rawamangun No. 79,75961,2023,2020,2020,2017,2017,2011,Sawahlunto,Blitar,Makassar,XXXL,37,31,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06533,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,TEKNIK MATERIAL,Universitas Syiah Kuala,3.86,S.T.,Laki-laki,Raihan Pangestu,Islam,Kawin,0365318982194026,088 270 0722,raihanpang938@yahoo.com,2004,10,14,Bukittinggi,Bukittinggi,Gg. KH Amin Jasuta No. 04,15932,2022,2019,2019,2016,2016,2010,Parepare,Palopo,Parepare,L,36,39,Budi Santoso,1,0,1,1,1,1,1,1,1
REG-2026-06534,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,ADMINISTRASI BISNIS,Universitas Jenderal Soedirman,3.13,A.Md.,Perempuan,Hafshah Sudiati,Islam,Belum Kawin,3418486954704433,+62 (095) 572 7087,hafshahsud841@yahoo.com,2001,7,27,Pangkalpinang,Pangkalpinang,Gg. Laswi No. 58,51500,2019,2016,2016,2013,2013,2007,Denpasar,Medan,Cirebon,XXL,38,36,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06535,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,ELEKTRONIKA DAN INSTRUMENTASI,Universitas Sebelas Maret,3.3,S.E.,Perempuan,Cornelia Palastri,Islam,Belum Kawin,6433412212380352,+62 (015) 079-0857,corneliapa471@pln.co.id,2001,10,2,Parepare,Parepare,Jl. Astana Anyar No. 22,59860,2019,2016,2016,2013,2013,2007,Bima,Kendari,Singkawang,XXXL,42,38,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-06536,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,TEKNIK LISTRIK,Universitas Udayana,3.49,S.T.,Perempuan,Hamima Suartini,Islam,Belum Kawin,7944750001115794,+62 (0189) 860-4933,hamimasuar405@yahoo.com,2001,12,2,Sukabumi,Sukabumi,Jalan Dr. Djunjunan No. 1,96810,2019,2016,2016,2013,2013,2007,Tasikmalaya,Singkawang,Pematangsiantar,XL,37,42,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-06537,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,21,TEKNIK ELEKTRO,Telkom University,3.3,S.T.,Laki-laki,Galuh Napitupulu,Islam,Kawin,8964797837777008,0839705368,galuhnapit833@yahoo.com,2005,1,27,Padang Sidempuan,Padang Sidempuan,Jalan Medokan Ayu No. 38,17296,2023,2020,2020,2017,2017,2011,Lhokseumawe,Bekasi,Prabumulih,XL,37,29,Lina Marlina,1,0,1,1,1,1,1,1,1
REG-2026-06538,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,23,TEKNIK INDUSTRI,Universitas Udayana,3.15,A.Md.T.,Laki-laki,Jaiman Hutapea,Katolik,Belum Kawin,6669128444486999,(089) 015 1156,jaimanhuta528@yahoo.com,2003,8,24,Cilegon,Cilegon,Jalan Jend. Sudirman No. 7,41670,2021,2018,2018,2015,2015,2009,Jayapura,Kediri,Sawahlunto,XXL,44,39,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06539,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,27,TEKNIK KIMIA,Universitas Gadjah Mada,3.48,M.M.,Perempuan,Farhunnisa Prastuti,Katolik,Kawin,7949048540604427,+62 (068) 174 5328,farhunnisa44@outlook.com,1999,5,27,Tegal,Tegal,Jalan Otto Iskandardinata No. 40,83470,2017,2014,2014,2011,2011,2005,Pagaralam,Gorontalo,Padang,S,37,42,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-06540,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,24,ADMINISTRASI BISNIS,Universitas Trisakti,3.22,M.M.,Perempuan,Maria Kusmawati,Islam,Belum Kawin,9607442264265436,088 318 2890,mariakusma441@yahoo.com,2002,6,18,Magelang,Magelang,Jalan Kapten Muslihat No. 05,57513,2020,2017,2017,2014,2014,2008,Magelang,Metro,Semarang,XL,40,35,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-06541,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,TEKNIK LISTRIK,BINUS University,3.96,S.T.,Perempuan,Ida Prastuti,Islam,Belum Kawin,6584940744195967,+62 (0371) 781 6192,idaprastut405@yahoo.com,2004,12,28,Kota Administrasi Jakarta Selatan,Kota Administrasi Jakarta Selatan,Gang Ciumbuleuit No. 658,85003,2022,2019,2019,2016,2016,2010,Palangkaraya,Samarinda,Bima,L,40,41,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06542,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,24,ADMINISTRASI BISNIS,Universitas Sebelas Maret,3.29,S.E.,Laki-laki,Gandi Pratama,Islam,Belum Kawin,5516351252247218,+62 (936) 728-3848,gandiprata663@gmail.com,2002,7,28,Surabaya,Surabaya,Gg. Sukajadi No. 450,46285,2020,2017,2017,2014,2014,2008,Pekanbaru,Pasuruan,Kediri,XXXL,44,38,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-06543,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,MANAJEMEN,IPB University,3.81,M.M.,Laki-laki,Bakidin Mahendra,Kristen,Belum Kawin,4927614391611939,+62 (314) 610 2582,bakidinmah463@yahoo.com,2002,10,18,Makassar,Makassar,Jl. Pacuan Kuda No. 5,67923,2020,2017,2017,2014,2014,2008,Bontang,Tidore Kepulauan,Medan,S,45,28,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06544,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,24,TEKNIK MESIN,Universitas Udayana,3.5,S.T.,Laki-laki,Praba Salahudin,Katolik,Belum Kawin,1691938423227169,+62-050-610-5812,prabasalah338@pln.co.id,2002,1,20,Pagaralam,Pagaralam,Gg. Pasirkoja No. 9,44591,2020,2017,2017,2014,2014,2008,Cilegon,Makassar,Blitar,S,38,32,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06545,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,KESELAMATAN DAN KESEHATAN KERJA,IPB University,3.91,S.E.,Perempuan,Laila Lailasari,Islam,Belum Kawin,4084047342373372,0890620534,lailalaila173@gmail.com,2003,8,18,Binjai,Binjai,Gg. Bangka Raya No. 69,93375,2021,2018,2018,2015,2015,2009,Bekasi,Kota Administrasi Jakarta Pusat,Makassar,XL,37,27,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06546,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK GEOLOGI,Universitas Sebelas Maret,3.32,S.T.,Perempuan,Tami Padmasari,Islam,Belum Kawin,9610854625271588,+62-074-194-0630,tamipadmas89@outlook.com,2005,12,24,Kotamobagu,Kotamobagu,Jalan Raya Ujungberung No. 506,81606,2023,2020,2020,2017,2017,2011,Bitung,Padangpanjang,Manado,M,39,27,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06547,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,MANAJEMEN PEMASARAN,Universitas Negeri Surabaya,3.15,S.E.,Perempuan,Gina Hasanah,Islam,Belum Kawin,7838140114022065,+62-0380-627-9093,ginahasana657@gmail.com,2002,10,22,Palu,Palu,Jalan Rajiman No. 39,82496,2020,2017,2017,2014,2014,2008,Kota Administrasi Jakarta Timur,Tanjungbalai,Bitung,M,37,42,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06548,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK MESIN,Universitas Indonesia,3.31,S.T.,Laki-laki,Tri Siregar,Islam,Kawin,0602617243477854,+62-0824-616-1144,trisiregar281@pln.co.id,2005,10,23,Lhokseumawe,Lhokseumawe,Jl. Rajiman No. 7,52697,2023,2020,2020,2017,2017,2011,Bontang,Samarinda,Bima,XXXL,42,36,Eko Prasetyo,1,0,1,1,1,1,1,1,1
REG-2026-06549,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,25,MANAJEMEN PEMASARAN,Telkom University,3.41,M.M.,Laki-laki,Satya Jailani,Islam,Belum Kawin,5109349893306123,087 432 3884,satyajaila442@pln.co.id,2001,11,7,Cirebon,Cirebon,Gg. Kutai No. 1,02421,2019,2016,2016,2013,2013,2007,Dumai,Ternate,Pekalongan,XXL,36,36,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-06550,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,D3,23,ADMINISTRASI,Universitas Hasanuddin,3.93,A.Md.,Laki-laki,Galur Utama,Islam,Belum Kawin,6509037552167097,081 927 0285,galurutama529@yahoo.com,2003,2,9,Kupang,Kupang,Gang Ciumbuleuit No. 48,09619,2021,2018,2018,2015,2015,2009,Lhokseumawe,Serang,Batam,XL,42,38,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-06551,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK INFORMATIKA,Universitas Diponegoro,3.65,S.T.,Perempuan,Vanesa Nasyiah,Islam,Belum Kawin,7801522604073805,+62 (038) 135-7229,vanesanasy392@yahoo.com,2005,3,3,Bandar Lampung,Bandar Lampung,Gg. Jend. A. Yani No. 255,75261,2023,2020,2020,2017,2017,2011,Sibolga,Padangpanjang,Madiun,XXXL,45,30,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-06552,REKRUTMEN PLN GROUP DIRECT SHOPPING,D3,24,ADMINISTRASI,Universitas Padjadjaran,3.01,A.Md.,Perempuan,Ana Susanti,Islam,Belum Kawin,6313664799344838,+62 (0841) 317-6205,anasusanti925@pln.co.id,2002,9,6,Sungai Penuh,Sungai Penuh,Jalan H.J Maemunah No. 10,37639,2020,2017,2017,2014,2014,2008,Bandung,Kendari,Surabaya,L,42,29,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-06553,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,25,SUPPLY CHAIN MANAGEMENT,Institut Teknologi Nasional,3.46,S.E.,Perempuan,Alika Halimah,Hindu,Belum Kawin,6919806165736798,+62 (60) 247-4143,alikahalim561@outlook.com,2001,4,7,Cirebon,Cirebon,Gang Suryakencana No. 117,59159,2019,2016,2016,2013,2013,2007,Banda Aceh,Tangerang,Mataram,XL,38,37,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-06554,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,TEKNIK SIPIL,Universitas Muhammadiyah Yogyakarta,3.26,A.Md.T.,Laki-laki,Jaeman Tamba,Islam,Belum Kawin,0185692338590506,(026) 552 5895,jaemantamb281@outlook.com,2001,5,14,Tarakan,Tarakan,Jalan PHH. Mustofa No. 4,06197,2019,2016,2016,2013,2013,2007,Kotamobagu,Sukabumi,Mojokerto,XXL,45,33,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06555,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK KIMIA,Universitas Padjadjaran,3.4,S.T.,Perempuan,Elma Haryanti,Islam,Belum Kawin,6455813062529794,+62 (043) 813-9492,elmaharyan421@outlook.com,2003,5,7,Banda Aceh,Banda Aceh,Jl. Gedebage Selatan No. 967,06748,2021,2018,2018,2015,2015,2009,Bandung,Salatiga,Serang,S,40,42,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-06556,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,Sastra Inggris,Universitas Trisakti,3.18,M.M.,Perempuan,Zaenab Widiastuti,Islam,Belum Kawin,3205060770054197,(045) 177 5327,zaenabwidi596@gmail.com,2001,7,16,Purwokerto,Purwokerto,Jl. Pacuan Kuda No. 5,79915,2019,2016,2016,2013,2013,2007,Magelang,Magelang,Sukabumi,M,39,37,Eko Prasetyo,1,1,1,0,1,1,1,1,1
REG-2026-06557,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,27,MANAJEMEN INVESTASI BANK,Universitas Pendidikan Indonesia,3.48,M.M.,Perempuan,Samiah Rahimah,Islam,Kawin,6118012100442974,+62-989-051-3796,samiahrahi780@outlook.com,1999,1,25,Salatiga,Salatiga,Gang Kapten Muslihat No. 2,69122,2017,2014,2014,2011,2011,2005,Salatiga,Samarinda,Pematangsiantar,XXXL,39,34,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06558,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,22,Seni Tari,Universitas Padjadjaran,3.9,S.E.,Perempuan,Kasiyah Mardhiyah,Islam,Belum Kawin,8344674164468528,+62 (213) 906-8301,kasiyahmar119@gmail.com,2004,1,17,Gorontalo,Gorontalo,Gg. Stasiun Wonokromo No. 8,04852,2022,2019,2019,2016,2016,2010,Denpasar,Kotamobagu,Tanjungpinang,L,43,33,Andi Wijaya,1,1,1,0,1,1,1,1,1
REG-2026-06559,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,ADMINISTRASI,Universitas Muhammadiyah Yogyakarta,3.21,A.Md.,Laki-laki,Cakrawala Firmansyah,Islam,Belum Kawin,7566491202732432,+62-86-946-6957,cakrawalaf144@pln.co.id,2001,9,20,Salatiga,Salatiga,Jl. Moch. Ramdan No. 807,60681,2019,2016,2016,2013,2013,2007,Bengkulu,Padang Sidempuan,Banjarmasin,XL,43,35,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-06560,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,MANAJEMEN PROYEK,Universitas Negeri Padang,3.25,S.E.,Laki-laki,Luluh Sihombing,Islam,Belum Kawin,8369811434867253,+62 (000) 055 5497,luluhsihom865@outlook.com,2004,12,16,Tarakan,Tarakan,Gg. Pasteur No. 69,25742,2022,2019,2019,2016,2016,2010,Palembang,Purwokerto,Bengkulu,S,43,40,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06561,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK SIPIL,Universitas Hasanuddin,3.99,S.T.,Perempuan,Vicky Farida,Islam,Belum Kawin,0768021584929229,+62-0745-403-1073,vickyfarid680@outlook.com,2005,12,25,Pangkalpinang,Pangkalpinang,Jalan Monginsidi No. 7,88944,2023,2020,2020,2017,2017,2011,Tidore Kepulauan,Surabaya,Bengkulu,M,44,40,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06562,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,TEKNIK SIPIL,Universitas Padjadjaran,3.85,S.T.,Laki-laki,Yoga Saefullah,Islam,Belum Kawin,4413445523526723,+62 (272) 483 3600,yogasaeful557@outlook.com,2004,7,24,Kota Administrasi Jakarta Utara,Kota Administrasi Jakarta Utara,Jalan Stasiun Wonokromo No. 5,17282,2022,2019,2019,2016,2016,2010,Cilegon,Bima,Parepare,XXL,36,34,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-06563,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,D3,24,ADMINISTRASI,Universitas Padjadjaran,3.84,A.Md.,Perempuan,Titin Safitri,Islam,Belum Kawin,9437455988306255,0808797333,titinsafit925@pln.co.id,2002,3,17,Mataram,Mataram,Jl. Jayawijaya No. 9,99448,2020,2017,2017,2014,2014,2008,Palu,Cirebon,Banjar,L,39,42,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06564,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,23,PROGRAM STUDI LAINNYA TEKNIK,Universitas Padjadjaran,3.53,A.Md.T.,Perempuan,Zamira Winarsih,Islam,Kawin,9806587872217774,+62 (076) 628 8294,zamirawina820@yahoo.com,2003,11,20,Prabumulih,Prabumulih,Jalan PHH. Mustofa No. 644,63085,2021,2018,2018,2015,2015,2009,Binjai,Palembang,Tidore Kepulauan,XXXL,37,37,Fajar Kurniawan,1,0,1,1,1,1,1,1,1
REG-2026-06565,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,DATA SCIENCE,Universitas Padjadjaran,3.54,S.T.,Laki-laki,Edi Marpaung,Islam,Belum Kawin,7221784595962082,(080) 389 0839,edimarpaun432@outlook.com,2005,7,22,Kota Administrasi Jakarta Timur,Kota Administrasi Jakarta Timur,Gang Peta No. 9,07388,2023,2020,2020,2017,2017,2011,Bau-Bau,Palu,Tanjungbalai,L,37,39,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06566,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,KOMUNIKASI,Universitas Trisakti,3.96,S.E.,Perempuan,Ratih Laksmiwati,Katolik,Belum Kawin,3003510700279902,085 548 6678,ratihlaksm701@outlook.com,2005,5,26,Ternate,Ternate,Jalan BKR No. 846,93787,2023,2020,2020,2017,2017,2011,Kediri,Tangerang Selatan,Palopo,XXXL,39,27,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-06567,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,ENERGI BARU TERBARUKAN,Universitas Riau,3.13,M.M.,Perempuan,Gina Yuniar,Islam,Belum Kawin,2228582339025243,+62 (325) 495 3133,ginayuniar812@yahoo.com,2000,9,5,Pekalongan,Pekalongan,Jl. Jakarta No. 13,85769,2018,2015,2015,2012,2012,2006,Tangerang,Mojokerto,Pontianak,L,42,32,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06568,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK MATERIAL,Universitas Negeri Yogyakarta,3.04,S.T.,Laki-laki,Jindra Sihombing,Islam,Belum Kawin,9604978415021736,+62 (0618) 137 9280,jindrasiho795@gmail.com,2005,1,8,Surabaya,Surabaya,Gg. Rungkut Industri No. 063,38654,2023,2020,2020,2017,2017,2011,Ternate,Jayapura,Tarakan,XL,36,39,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-06569,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,AKUNTANSI,Universitas Udayana,3.28,M.M.,Laki-laki,Adinata Saragih,Kristen,Belum Kawin,1797041749330930,088 921 1670,adinatasar147@gmail.com,2001,4,22,Denpasar,Denpasar,Gg. Jakarta No. 379,20259,2019,2016,2016,2013,2013,2007,Palangkaraya,Padang Sidempuan,Kota Administrasi Jakarta Pusat,S,38,29,Eko Prasetyo,1,1,1,1,1,1,1,1,1
