NO TES,EMAIL,NAMA,PRODI,Ak Jawaban Benar,Ak Jawaban Salah,Ak Jawaban Kosong,Ak Skor,En Jawaban Benar,En Jawaban Salah,En Jawaban Kosong,En Skor,TOTAL SKOR AKDING
TES-AKD-2026-04785,narditampu350@yahoo.com,Nardi Tampubolon,TEKNIK MATERIAL,35,10,5,130,30,15,5,105,235
TES-AKD-2026-04786,ichapuspit680@yahoo.com,Icha Puspita,KESELAMATAN DAN KESEHATAN KERJA,34,14,2,122,31,15,4,109,231
TES-AKD-2026-04787,radenpange225@yahoo.com,Raden Pangestu,PUBLIC POLICY,34,15,1,121,31,19,0,105,226
TES-AKD-2026-04788,bakiantosu738@yahoo.com,Bakianto Suryono,KESELAMATAN DAN KESEHATAN KERJA,22,27,1,61,30,17,3,103,164
TES-AKD-2026-04789,zaenabangg143@gmail.com,Zaenab Anggraini,ADMINISTRASI,28,20,2,92,35,14,1,126,218
TES-AKD-2026-04790,saktiwinar400@yahoo.com,Sakti Winarno,MANAJEMEN,34,15,1,121,24,24,2,72,193
TES-AKD-2026-04791,putiyuliar500@pln.co.id,Puti Yuliarti,KESELAMATAN DAN KESEHATAN KERJA,33,17,0,115,33,15,2,117,232
TES-AKD-2026-04792,digdayamus557@outlook.com,Digdaya Mustofa,TEKNIK GEOLOGI,26,20,4,84,33,13,4,119,203
TES-AKD-2026-04793,fathonahra294@yahoo.com,Fathonah Rahayu,AKUNTANSI,31,17,2,107,31,18,1,106,213
TES-AKD-2026-04794,yuninamaga19@gmail.com,Yuni Namaga,TEKNIK INDUSTRI,30,20,0,100,30,15,5,105,205
TES-AKD-2026-04795,ifapurnawa191@gmail.com,Ifa Purnawati,ADMINISTRASI,26,24,0,80,35,15,0,125,205
TES-AKD-2026-04796,michelleag547@outlook.com,Michelle Agustina,MANAJEMEN ASET,21,27,2,57,36,11,3,133,190
TES-AKD-2026-04797,cemanihida924@pln.co.id,Cemani Hidayanto,TEKNIK SIPIL,37,9,4,139,27,18,5,90,229
TES-AKD-2026-04798,juliapuspi742@yahoo.com,Julia Puspita,TEKNIK LINGKUNGAN,35,10,5,130,23,23,4,69,199
TES-AKD-2026-04799,luthfisire91@outlook.com,Luthfi Siregar,MANAJEMEN PROYEK,23,23,4,69,32,17,1,111,180
TES-AKD-2026-04800,wartawaski66@gmail.com,Warta Waskita,TEKNIK BIOENERGI,32,14,4,114,14,36,0,20,134
TES-AKD-2026-04801,novamaryat754@gmail.com,Nova Maryati,TEKNIK BIOENERGI,36,10,4,134,28,22,0,90,224
TES-AKD-2026-04802,omantampub515@yahoo.com,Oman Tampubolon,TEKNIK MESIN,20,25,5,55,40,10,0,150,205
TES-AKD-2026-04803,chandrapra91@pln.co.id,Chandra Pratama,TEKNIK ELEKTRO,28,17,5,95,30,16,4,104,199
TES-AKD-2026-04804,septisafit94@pln.co.id,Septi Safitri,TEKNIK LISTRIK,23,24,3,68,37,13,0,135,203
TES-AKD-2026-04805,limansireg545@yahoo.com,Liman Siregar,TEKNIK SIPIL,37,12,1,136,39,11,0,145,281
TES-AKD-2026-04806,jasminwahy695@yahoo.com,Jasmin Wahyuni,ADMINISTRASI BISNIS,31,18,1,106,29,18,3,98,204
TES-AKD-2026-04807,aniwahyuni932@pln.co.id,Ani Wahyuni,SUPPLY CHAIN MANAGEMENT,43,3,4,169,46,4,0,180,349
TES-AKD-2026-04808,ulvayuliar791@pln.co.id,Ulva Yuliarti,TEKNIK PERTAMBANGAN,40,9,1,151,33,14,3,118,269
TES-AKD-2026-04809,cecepzulka474@gmail.com,Cecep Zulkarnain,SAFETY ENGINEERING,34,16,0,120,21,29,0,55,175
TES-AKD-2026-04810,johanuwais875@gmail.com,Johan Uwais,MANAJEMEN,30,20,0,100,33,13,4,119,219
TES-AKD-2026-04811,michellena506@outlook.com,Michelle Nasyidah,MANAJEMEN BISNIS,28,21,1,91,32,13,5,115,206
TES-AKD-2026-04812,bahuwarnad385@outlook.com,Bahuwarna Dongoran,AKUNTANSI,17,31,2,37,25,20,5,80,117
TES-AKD-2026-04813,rahmihastu188@pln.co.id,Rahmi Hastuti,TEKNIK GEODESI,34,15,1,121,18,27,5,45,166
TES-AKD-2026-04814,evausada320@yahoo.com,Eva Usada,TEKNIK INDUSTRI,39,9,2,147,13,32,5,20,167
TES-AKD-2026-04815,dalionosim334@pln.co.id,Daliono Simbolon,PROGRAM STUDI LAINNYA NON TEKNIK,45,0,5,180,25,20,5,80,260
TES-AKD-2026-04816,narjidongo71@yahoo.com,Narji Dongoran,TEKNIK PERTAMBANGAN,28,17,5,95,25,22,3,78,173
TES-AKD-2026-04817,samiahwahy740@yahoo.com,Samiah Wahyuni,DATA SCIENCE,46,0,4,184,35,11,4,129,313
TES-AKD-2026-04818,karenrahay348@pln.co.id,Karen Rahayu,ADMINISTRASI BISNIS,37,12,1,136,31,15,4,109,245
TES-AKD-2026-04819,gandabudim664@outlook.com,Ganda Budiman,PSIKOLOGI,32,16,2,112,44,3,3,173,285
TES-AKD-2026-04820,ananuraini874@pln.co.id,Ana Nuraini,DATA SCIENCE,41,7,2,157,10,35,5,5,162
TES-AKD-2026-04821,ibranidama636@gmail.com,Ibrani Damanik,TEKNIK ELEKTRO,37,9,4,139,37,10,3,138,277
TES-AKD-2026-04822,caketlatup731@outlook.com,Caket Latupono,DATA SCIENCE,32,17,1,111,44,1,5,175,286
TES-AKD-2026-04823,hasnayunia152@yahoo.com,Hasna Yuniar,MANAJEMEN RISIKO,31,14,5,110,36,10,4,134,244
TES-AKD-2026-04824,wakimansih300@outlook.com,Wakiman Sihombing,TEKNIK MESIN,40,10,0,150,35,11,4,129,279
TES-AKD-2026-04825,baktiantoh803@outlook.com,Baktianto Hutasoit,AKUNTANSI,42,8,0,160,24,25,1,71,231
TES-AKD-2026-04826,darmajimah546@pln.co.id,Darmaji Maheswara,TEKNIK SIPIL,37,9,4,139,34,15,1,121,260
TES-AKD-2026-04827,kartikafar433@gmail.com,Kartika Farida,TEKNIK MESIN,46,4,0,180,23,24,3,68,248
TES-AKD-2026-04828,malarahayu739@yahoo.com,Mala Rahayu,KONVERSI ENERGI,36,10,4,134,30,17,3,103,237
TES-AKD-2026-04829,rinihariya325@gmail.com,Rini Hariyah,DATA SCIENCE,34,13,3,123,28,18,4,94,217
TES-AKD-2026-04830,gandiprayo216@gmail.com,Gandi Prayoga,ENERGI BARU TERBARUKAN,28,18,4,94,21,24,5,60,154
TES-AKD-2026-04831,mamanfirga816@pln.co.id,Maman Firgantoro,MANAJEMEN,32,14,4,114,31,14,5,110,224
TES-AKD-2026-04832,salsabilal611@gmail.com,Salsabila Lailasari,ENERGI BARU TERBARUKAN,43,4,3,168,38,9,3,143,311
TES-AKD-2026-04833,radenfirga437@pln.co.id,Raden Firgantoro,TEKNIK BIOENERGI,34,16,0,120,34,14,2,122,242
TES-AKD-2026-04834,mamannarpa112@pln.co.id,Maman Narpati,MANAJEMEN,32,15,3,113,37,11,2,137,250
TES-AKD-2026-04835,gantarwahy846@pln.co.id,Gantar Wahyudin,MANAJEMEN BISNIS,41,7,2,157,30,20,0,100,257
TES-AKD-2026-04836,martaninas525@outlook.com,Martani Nashiruddin,TEKNIK ELEKTRO,40,9,1,151,31,18,1,106,257
TES-AKD-2026-04837,darujanuar389@pln.co.id,Daru Januar,TEKNIK BIOENERGI,28,19,3,93,27,20,3,88,181
TES-AKD-2026-04838,halimahary544@gmail.com,Halima Haryanti,PROGRAM STUDI LAINNYA TEKNIK,35,15,0,125,40,6,4,154,279
TES-AKD-2026-04839,ulvaastuti203@gmail.com,Ulva Astuti,KOMUNIKASI,36,9,5,135,42,7,1,161,296
TES-AKD-2026-04840,virmanlazu667@gmail.com,Virman Lazuardi,PSIKOLOGI,37,8,5,140,30,17,3,103,243
TES-AKD-2026-04841,latikamaya911@yahoo.com,Latika Mayasari,MANAJEMEN,29,19,2,97,32,17,1,111,208
TES-AKD-2026-04842,primasiman789@outlook.com,Prima Simanjuntak,TEKNIK INFORMATIKA,32,16,2,112,33,12,5,120,232
TES-AKD-2026-04843,taniaandri652@yahoo.com,Tania Andriani,MANAJEMEN PEMASARAN,35,11,4,129,29,17,4,99,228
TES-AKD-2026-04844,caketsamos922@yahoo.com,Caket Samosir,TEKNIK MATERIAL,45,3,2,177,41,9,0,155,332
TES-AKD-2026-04845,yanceagust829@outlook.com,Yance Agustina,TEKNIK SIPIL,28,21,1,91,23,25,2,67,158
TES-AKD-2026-04846,silviamuly751@outlook.com,Silvia Mulyani,MANAJEMEN PROYEK,41,7,2,157,31,18,1,106,263
TES-AKD-2026-04847,kalasimbol386@gmail.com,Kala Simbolon,MANAJEMEN PEMASARAN,19,31,0,45,28,21,1,91,136
TES-AKD-2026-04848,tamihasana28@outlook.com,Tami Hasanah,TEKNIK ELEKTRO,40,8,2,152,21,27,2,57,209
TES-AKD-2026-04849,darmantoha435@pln.co.id,Darmanto Hakim,ADMINISTRASI,38,12,0,140,33,13,4,119,259
TES-AKD-2026-04850,maryadibud177@yahoo.com,Maryadi Budiyanto,TEKNIK SIPIL,22,23,5,65,29,16,5,100,165
TES-AKD-2026-04851,mulyapradi471@gmail.com,Mulya Pradipta,TEKNIK ELEKTRO,18,32,0,40,35,15,0,125,165
TES-AKD-2026-04852,danangfirg578@yahoo.com,Danang Firgantoro,TEKNIK MATERIAL,25,24,1,76,34,15,1,121,197
TES-AKD-2026-04853,jaisirawan516@gmail.com,Jais Irawan,PSIKOLOGI,25,22,3,78,21,28,1,56,134
TES-AKD-2026-04854,najamhutas351@pln.co.id,Najam Hutasoit,ENERGI BARU TERBARUKAN,29,18,3,98,41,4,5,160,258
TES-AKD-2026-04855,haniprastu444@yahoo.com,Hani Prastuti,ELEKTRONIKA DAN INSTRUMENTASI,30,20,0,100,24,24,2,72,172
TES-AKD-2026-04856,ibrahimnab760@outlook.com,Ibrahim Nababan,MANAJEMEN,25,25,0,75,34,12,4,124,199
TES-AKD-2026-04857,edwardpras158@yahoo.com,Edward Prasetyo,MANAJEMEN PEMASARAN,39,7,4,149,25,20,5,80,229
TES-AKD-2026-04858,nilamnurai717@outlook.com,Nilam Nuraini,TEKNIK INDUSTRI,47,0,3,188,21,28,1,56,244
TES-AKD-2026-04859,jefrisitum258@yahoo.com,Jefri Situmorang,MATEMATIKA,38,8,4,144,29,18,3,98,242
TES-AKD-2026-04860,danujamand558@pln.co.id,Danuja Mandala,AKUNTANSI,22,24,4,64,28,21,1,91,155
TES-AKD-2026-04861,hafshahuta556@pln.co.id,Hafshah Utami,TEKNIK KIMIA,39,6,5,150,38,7,5,145,295
TES-AKD-2026-04862,tantrinasy51@outlook.com,Tantri Nasyiah,PUBLIC POLICY,37,9,4,139,20,26,4,54,193
TES-AKD-2026-04863,novapuspas293@gmail.com,Nova Puspasari,MANAJEMEN PROYEK,30,17,3,103,28,19,3,93,196
TES-AKD-2026-04864,hendrawibo173@pln.co.id,Hendra Wibowo,TEKNIK GEODESI,37,10,3,138,20,27,3,53,191
TES-AKD-2026-04865,marsudisan855@pln.co.id,Marsudi Santoso,MANAJEMEN,42,3,5,165,29,20,1,96,261
TES-AKD-2026-04866,jonomandal978@outlook.com,Jono Mandala,TEKNIK ELEKTRO,41,5,4,159,28,20,2,92,251
TES-AKD-2026-04867,vanyapalas702@yahoo.com,Vanya Palastri,MANAJEMEN INVESTASI BANK,15,34,1,26,24,25,1,71,97
TES-AKD-2026-04868,ulyalaksit780@outlook.com,Ulya Laksita,TEKNIK SIPIL,33,13,4,119,31,19,0,105,224
TES-AKD-2026-04869,usmanhutap406@gmail.com,Usman Hutapea,TEKNIK LINGKUNGAN,26,20,4,84,27,23,0,85,169
TES-AKD-2026-04870,calistaagu384@gmail.com,Calista Agustina,MANAJEMEN KEUANGAN,28,17,5,95,29,16,5,100,195
TES-AKD-2026-04871,yanilailas343@outlook.com,Yani Lailasari,MANAJEMEN ASET,24,26,0,70,24,21,5,75,145
TES-AKD-2026-04872,kusumaputr487@gmail.com,Kusuma Putra,TEKNIK ELEKTRO,33,14,3,118,24,22,4,74,192
TES-AKD-2026-04873,hardibudim195@gmail.com,Hardi Budiman,MANAJEMEN KEUANGAN,33,13,4,119,28,20,2,92,211
TES-AKD-2026-04874,gatotwinar832@pln.co.id,Gatot Winarno,PSIKOLOGI,28,18,4,94,31,14,5,110,204
TES-AKD-2026-04875,jaimansapt108@gmail.com,Jaiman Saptono,AKUNTANSI,28,17,5,95,35,12,3,128,223
TES-AKD-2026-04876,panjithamr390@pln.co.id,Panji Thamrin,KESELAMATAN DAN KESEHATAN KERJA,25,23,2,77,32,16,2,112,189
TES-AKD-2026-04877,warsaharya696@pln.co.id,Warsa Haryanto,PROGRAM STUDI LAINNYA TEKNIK,30,16,4,104,29,18,3,98,202
TES-AKD-2026-04878,eriksihomb461@pln.co.id,Erik Sihombing,PROGRAM STUDI LAINNYA TEKNIK,42,7,1,161,34,12,4,124,285
TES-AKD-2026-04879,zalindraha142@gmail.com,Zalindra Hartati,TEKNIK SIPIL,32,17,1,111,15,35,0,25,136
TES-AKD-2026-04880,cagersitor997@outlook.com,Cager Sitorus,ADMINISTRASI BISNIS,38,8,4,144,38,7,5,145,289
TES-AKD-2026-04881,mulyanatsi645@pln.co.id,Mulya Natsir,MANAJEMEN BISNIS,11,39,0,5,32,14,4,114,119
TES-AKD-2026-04882,wadihidaya896@gmail.com,Wadi Hidayanto,TEKNIK SIPIL,33,14,3,118,45,4,1,176,294
TES-AKD-2026-04883,caturangga419@outlook.com,Caturangga Nainggolan,TEKNIK PERTAMBANGAN,20,30,0,50,45,4,1,176,226
TES-AKD-2026-04884,maliklatup728@pln.co.id,Malik Latupono,MATEMATIKA,36,11,3,133,36,9,5,135,268
TES-AKD-2026-04885,shakilanas281@outlook.com,Shakila Nasyidah,MANAJEMEN KEUANGAN,22,23,5,65,28,20,2,92,157
TES-AKD-2026-04886,zulaikhawi114@outlook.com,Zulaikha Wijayanti,KOMUNIKASI,41,9,0,155,22,26,2,62,217
TES-AKD-2026-04887,aisyahnama495@gmail.com,Aisyah Namaga,BIG DATA DAN BUSINESS INTELLIGENCE,46,2,2,182,39,6,5,150,332
TES-AKD-2026-04888,kamilanura479@pln.co.id,Kamila Nuraini,MANAJEMEN ASET,29,20,1,96,22,28,0,60,156
TES-AKD-2026-04889,marsudipra687@outlook.com,Marsudi Prabowo,TEKNIK ELEKTRO,30,15,5,105,31,14,5,110,215
TES-AKD-2026-04890,zeldalaila377@pln.co.id,Zelda Lailasari,ENERGI BARU TERBARUKAN,41,6,3,158,34,11,5,125,283
TES-AKD-2026-04891,jonohardia596@gmail.com,Jono Hardiansyah,ENERGI BARU TERBARUKAN,32,16,2,112,38,12,0,140,252
TES-AKD-2026-04892,nadinepert310@pln.co.id,Nadine Pertiwi,KEUANGAN,35,11,4,129,30,19,1,101,230
TES-AKD-2026-04893,titinasyia717@outlook.com,Titi Nasyiah,MANAJEMEN INVESTASI BANK,29,17,4,99,44,4,2,172,271
TES-AKD-2026-04894,yunitahali845@pln.co.id,Yunita Halimah,TEKNIK ELEKTRO,29,19,2,97,28,18,4,94,191
TES-AKD-2026-04895,hairyantow280@yahoo.com,Hairyanto Widodo,TEKNIK ELEKTRO,24,24,2,72,37,8,5,140,212
TES-AKD-2026-04896,rahayunovi739@gmail.com,Rahayu Novitasari,TEKNIK ELEKTRO,19,27,4,49,24,26,0,70,119
TES-AKD-2026-04897,nasimrajas411@yahoo.com,Nasim Rajasa,MANAJEMEN,31,18,1,106,32,16,2,112,218
TES-AKD-2026-04898,mahmudmarb491@gmail.com,Mahmud Marbun,MANAJEMEN ASET,20,27,3,53,37,9,4,139,192
TES-AKD-2026-04899,oktasitoru971@gmail.com,Okta Sitorus,TEKNIK MESIN,28,21,1,91,10,36,4,4,95
TES-AKD-2026-04900,reksarajat721@pln.co.id,Reksa Rajata,TEKNIK INFORMATIKA,31,16,3,108,39,11,0,145,253
TES-AKD-2026-04901,tinalaksmi280@yahoo.com,Tina Laksmiwati,DATA SCIENCE,48,0,2,192,39,8,3,148,340
TES-AKD-2026-04902,murtinapit549@gmail.com,Murti Napitupulu,SUPPLY CHAIN MANAGEMENT,31,15,4,109,27,22,1,86,195
TES-AKD-2026-04903,malikasafi57@outlook.com,Malika Safitri,BIG DATA DAN BUSINESS INTELLIGENCE,30,18,2,102,18,32,0,40,142
TES-AKD-2026-04904,chandrahak640@outlook.com,Chandra Hakim,AKUNTANSI,36,13,1,131,26,24,0,80,211
TES-AKD-2026-04905,prakosaman46@pln.co.id,Prakosa Mandala,TEKNIK LISTRIK,39,9,2,147,27,19,4,89,236
TES-AKD-2026-04906,harjayakur275@yahoo.com,Harjaya Kurniawan,MANAJEMEN KEUANGAN,21,29,0,55,35,15,0,125,180
TES-AKD-2026-04907,gadingmans772@gmail.com,Gading Mansur,MANAJEMEN PROYEK,39,9,2,147,41,9,0,155,302
TES-AKD-2026-04908,ifausamah661@pln.co.id,Ifa Usamah,ADMINISTRASI BISNIS,12,37,1,11,41,7,2,157,168
TES-AKD-2026-04909,irmalaksit699@pln.co.id,Irma Laksita,ADMINISTRASI BISNIS,23,23,4,69,28,18,4,94,163
TES-AKD-2026-04910,damusitoru112@outlook.com,Damu Sitorus,MANAJEMEN KEUANGAN,37,9,4,139,26,22,2,82,221
TES-AKD-2026-04911,tiarahalim834@outlook.com,Tiara Halimah,ADMINISTRASI BISNIS,47,3,0,185,36,10,4,134,319
TES-AKD-2026-04912,febioktavi197@outlook.com,Febi Oktaviani,HUKUM,33,16,1,116,36,9,5,135,251
TES-AKD-2026-04913,bajraginhi335@outlook.com,Bajragin Hidayat,MANAJEMEN INVESTASI BANK,33,15,2,117,28,20,2,92,209
TES-AKD-2026-04914,irianakusw139@gmail.com,Iriana Kuswandari,TEKNIK MATERIAL,34,13,3,123,36,13,1,131,254
TES-AKD-2026-04915,kasiransar377@outlook.com,Kasiran Saragih,ENERGI BARU TERBARUKAN,16,33,1,31,35,13,2,127,158
TES-AKD-2026-04916,chelseanur705@outlook.com,Chelsea Nurdiyanti,MANAJEMEN PEMASARAN,35,10,5,130,30,20,0,100,230
TES-AKD-2026-04917,raihanwasi563@yahoo.com,Raihan Wasita,MANAJEMEN PROYEK,32,13,5,115,21,26,3,58,173
TES-AKD-2026-04918,amiwastuti226@pln.co.id,Ami Wastuti,SUPPLY CHAIN MANAGEMENT,28,21,1,91,37,9,4,139,230
TES-AKD-2026-04919,puputlaila502@gmail.com,Puput Lailasari,MANAJEMEN,32,18,0,110,34,16,0,120,230
TES-AKD-2026-04920,putrifujia921@yahoo.com,Putri Fujiati,BIG DATA DAN BUSINESS INTELLIGENCE,36,9,5,135,33,17,0,115,250
TES-AKD-2026-04921,yulianapur525@gmail.com,Yuliana Purwanti,SUPPLY CHAIN MANAGEMENT,28,22,0,90,25,22,3,78,168
TES-AKD-2026-04922,murtifirma410@gmail.com,Murti Firmansyah,TEKNIK SIPIL,47,0,3,188,23,25,2,67,255
TES-AKD-2026-04923,artadamani635@yahoo.com,Arta Damanik,TEKNIK SIPIL,35,11,4,129,36,10,4,134,263
TES-AKD-2026-04924,taniaperma675@outlook.com,Tania Permata,MANAJEMEN PROYEK,41,9,0,155,44,1,5,175,330
TES-AKD-2026-04925,lutfanprad145@gmail.com,Lutfan Pradipta,TEKNIK GEOLOGI,39,8,3,148,17,29,4,39,187
TES-AKD-2026-04926,samsulsaef719@yahoo.com,Samsul Saefullah,KOMUNIKASI,22,26,2,62,24,26,0,70,132
TES-AKD-2026-04927,lembahhuta686@outlook.com,Lembah Hutasoit,KONVERSI ENERGI,28,20,2,92,36,11,3,133,225
TES-AKD-2026-04928,niyagalatu987@gmail.com,Niyaga Latupono,DIGITAL MARKETING DAN ANALYTICS,39,11,0,145,30,15,5,105,250
TES-AKD-2026-04929,karimahusa972@yahoo.com,Karimah Usada,SAFETY ENGINEERING,45,0,5,180,31,19,0,105,285
TES-AKD-2026-04930,taliapudji67@yahoo.com,Talia Pudjiastuti,TEKNIK MESIN,27,23,0,85,28,19,3,93,178
TES-AKD-2026-04931,gaduhadria311@pln.co.id,Gaduh Adriansyah,AKUNTANSI,38,12,0,140,34,13,3,123,263
TES-AKD-2026-04932,tantripala251@outlook.com,Tantri Palastri,ADMINISTRASI BISNIS,34,12,4,124,34,16,0,120,244
TES-AKD-2026-04933,rinifarida686@yahoo.com,Rini Farida,TEKNIK PERTAMBANGAN,35,14,1,126,42,8,0,160,286
TES-AKD-2026-04934,wisnumaula912@gmail.com,Wisnu Maulana,MANAJEMEN INVESTASI BANK,19,28,3,48,20,29,1,51,99
TES-AKD-2026-04935,rusmanpang611@gmail.com,Rusman Pangestu,MATEMATIKA,35,11,4,129,34,14,2,122,251
TES-AKD-2026-04936,nilamsurya164@pln.co.id,Nilam Suryatmi,KEUANGAN,17,31,2,37,34,12,4,124,161
TES-AKD-2026-04937,dianharyan561@outlook.com,Dian Haryanti,ADMINISTRASI BISNIS,39,8,3,148,34,12,4,124,272
TES-AKD-2026-04938,kenziesira564@yahoo.com,Kenzie Sirait,HUKUM,43,2,5,170,29,16,5,100,270
TES-AKD-2026-04939,irmanurain458@gmail.com,Irma Nuraini,HUKUM,35,12,3,128,30,18,2,102,230
TES-AKD-2026-04940,rikaanggra28@yahoo.com,Rika Anggraini,AKUNTANSI,17,30,3,38,40,7,3,153,191
TES-AKD-2026-04941,sidiqsiman167@pln.co.id,Sidiq Simanjuntak,KOMUNIKASI,26,22,2,82,37,13,0,135,217
TES-AKD-2026-04942,padmihalim121@outlook.com,Padmi Halimah,DIGITAL MARKETING DAN ANALYTICS,36,10,4,134,34,15,1,121,255
TES-AKD-2026-04943,betaniaang843@pln.co.id,Betania Anggraini,TEKNIK BIOENERGI,48,0,2,192,30,18,2,102,294
TES-AKD-2026-04944,pariswijay400@pln.co.id,Paris Wijayanti,TEKNIK BIOENERGI,35,15,0,125,38,12,0,140,265
TES-AKD-2026-04945,yunitausad928@yahoo.com,Yunita Usada,ADMINISTRASI BISNIS,20,25,5,55,21,26,3,58,113
TES-AKD-2026-04946,alikaperma278@pln.co.id,Alika Permata,PUBLIC POLICY,30,20,0,100,35,13,2,127,227
TES-AKD-2026-04947,rainaharta589@outlook.com,Raina Hartati,KOMUNIKASI,30,18,2,102,30,19,1,101,203
TES-AKD-2026-04948,zulaikhapu142@pln.co.id,Zulaikha Pudjiastuti,TEKNIK ELEKTRO,40,7,3,153,35,14,1,126,279
TES-AKD-2026-04949,radikapras583@yahoo.com,Radika Prasetyo,TEKNIK GEOLOGI,48,1,1,191,31,19,0,105,296
TES-AKD-2026-04950,cinthiariy287@outlook.com,Cinthia Riyanti,DIGITAL MARKETING DAN ANALYTICS,46,0,4,184,37,8,5,140,324
TES-AKD-2026-04951,syahrinira958@pln.co.id,Syahrini Rahayu,TEKNIK MATERIAL,41,4,5,160,25,23,2,77,237
TES-AKD-2026-04952,dimazsimbo64@yahoo.com,Dimaz Simbolon,MANAJEMEN PEMASARAN,25,25,0,75,24,22,4,74,149
TES-AKD-2026-04953,sariwuland761@pln.co.id,Sari Wulandari,MANAJEMEN KEUANGAN,29,17,4,99,40,10,0,150,249
TES-AKD-2026-04954,auroraastu888@pln.co.id,Aurora Astuti,MANAJEMEN ASET,29,17,4,99,23,22,5,70,169
TES-AKD-2026-04955,sakasantos43@yahoo.com,Saka Santoso,DIGITAL MARKETING DAN ANALYTICS,19,28,3,48,37,12,1,136,184
TES-AKD-2026-04956,raharjazul467@yahoo.com,Raharja Zulkarnain,SAFETY ENGINEERING,40,9,1,151,30,17,3,103,254
TES-AKD-2026-04957,lukitanapi257@outlook.com,Lukita Napitupulu,MANAJEMEN PEMASARAN,15,31,4,29,31,15,4,109,138
TES-AKD-2026-04958,ademardhiy901@gmail.com,Ade Mardhiyah,ENERGI BARU TERBARUKAN,44,5,1,171,25,23,2,77,248
TES-AKD-2026-04959,tantriwast908@outlook.com,Tantri Wastuti,TEKNIK KIMIA,23,25,2,67,44,3,3,173,240
TES-AKD-2026-04960,adhiarjase278@gmail.com,Adhiarja Setiawan,TEKNIK ELEKTRO,45,4,1,176,27,21,2,87,263
TES-AKD-2026-04961,betaniasus508@outlook.com,Betania Susanti,SUPPLY CHAIN MANAGEMENT,26,20,4,84,25,21,4,79,163
TES-AKD-2026-04962,marsitoset974@yahoo.com,Marsito Setiawan,TEKNIK ELEKTRO,41,9,0,155,36,14,0,130,285
TES-AKD-2026-04963,fitriaprat499@yahoo.com,Fitria Pratiwi,DIGITAL MARKETING DAN ANALYTICS,17,33,0,35,29,16,5,100,135
TES-AKD-2026-04964,luhungmans340@yahoo.com,Luhung Mansur,MANAJEMEN KEUANGAN,31,19,0,105,40,10,0,150,255
TES-AKD-2026-04965,bagyatampu544@gmail.com,Bagya Tampubolon,TEKNIK MATERIAL,41,6,3,158,15,30,5,30,188
TES-AKD-2026-04966,dwiharyant678@pln.co.id,Dwi Haryanto,PSIKOLOGI,21,26,3,58,28,17,5,95,153
TES-AKD-2026-04967,hafshahlak295@outlook.com,Hafshah Laksita,TEKNIK INFORMATIKA,29,16,5,100,35,13,2,127,227
TES-AKD-2026-04968,paimandabu890@gmail.com,Paiman Dabukke,PSIKOLOGI,20,28,2,52,24,22,4,74,126
TES-AKD-2026-04969,kalasitomp296@gmail.com,Kala Sitompul,TEKNIK SIPIL,17,28,5,40,26,21,3,83,123
TES-AKD-2026-04970,sarahoktav283@pln.co.id,Sarah Oktaviani,MANAJEMEN,39,7,4,149,23,26,1,66,215
TES-AKD-2026-04971,daniswarak893@gmail.com,Daniswara Kuswoyo,TEKNIK KIMIA,32,13,5,115,36,10,4,134,249
TES-AKD-2026-04972,dadaprajas785@yahoo.com,Dadap Rajasa,TEKNIK SIPIL,36,11,3,133,31,15,4,109,242
TES-AKD-2026-04973,adiarjamus715@pln.co.id,Adiarja Mustofa,HUKUM,31,16,3,108,28,18,4,94,202
TES-AKD-2026-04974,herutariho209@yahoo.com,Heru Tarihoran,MANAJEMEN KEUANGAN,27,18,5,90,28,20,2,92,182
TES-AKD-2026-04975,ghaliyatil459@yahoo.com,Ghaliyati Lestari,MANAJEMEN BISNIS,35,11,4,129,40,9,1,151,280
TES-AKD-2026-04976,karnasimbo149@outlook.com,Karna Simbolon,TEKNIK MATERIAL,39,11,0,145,37,8,5,140,285
TES-AKD-2026-04977,candrakant940@yahoo.com,Candrakanta Haryanto,TEKNIK INFORMATIKA,36,9,5,135,37,8,5,140,275
TES-AKD-2026-04978,elonprasas613@gmail.com,Elon Prasasta,KOMUNIKASI,35,10,5,130,27,20,3,88,218
TES-AKD-2026-04979,latifprada239@gmail.com,Latif Pradana,TEKNIK PERTAMBANGAN,33,13,4,119,40,6,4,154,273
TES-AKD-2026-04980,rinimaryat66@pln.co.id,Rini Maryati,TEKNIK LINGKUNGAN,23,22,5,70,26,20,4,84,154
TES-AKD-2026-04981,bakiantose628@pln.co.id,Bakianto Setiawan,TEKNIK INFORMATIKA,36,9,5,135,32,13,5,115,250
TES-AKD-2026-04982,kenzieprat990@outlook.com,Kenzie Pratama,TEKNIK ELEKTRO,26,21,3,83,33,15,2,117,200
TES-AKD-2026-04983,cakrawangs302@outlook.com,Cakrawangsa Nainggolan,TEKNIK LISTRIK,38,8,4,144,17,29,4,39,183
TES-AKD-2026-04984,shaniasuar246@gmail.com,Shania Suartini,MATEMATIKA,36,11,3,133,39,10,1,146,279
TES-AKD-2026-04985,ifawijayan652@outlook.com,Ifa Wijayanti,KOMUNIKASI,30,18,2,102,25,25,0,75,177
TES-AKD-2026-04986,anitamelan352@gmail.com,Anita Melani,MANAJEMEN PROYEK,26,19,5,85,43,7,0,165,250
