NO TES,EMAIL,NAMA,PRODI,SKOR,REKOMENDASI,HASIL
TES-AKD-2026-05142,hanikuswan65@gmail.com,Hani Kuswandari,TEKNIK INDUSTRI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05149,rezajanuar156@outlook.com,Reza Januar,TEKNIK ELEKTRO,24,DISARANKAN,LOLOS
TES-AKD-2026-05162,cengkalnap625@gmail.com,Cengkal Napitupulu,SUPPLY CHAIN MANAGEMENT,25,DISARANKAN,LOLOS
TES-AKD-2026-05166,pardimaula809@outlook.com,Pardi Maulana,MANAJEMEN KEUANGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05171,amiyuliart512@outlook.com,Ami Yuliarti,MANAJEMEN KEUANGAN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05172,niyagaprad897@outlook.com,Niyaga Pradipta,PSIKOLOGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05173,gabriellam180@outlook.com,Gabriella Maryati,AKUNTANSI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05179,banarapras354@gmail.com,Banara Prasetya,TEKNIK BIOENERGI,23,DISARANKAN,LOLOS
TES-AKD-2026-05187,farhunnisa69@outlook.com,Farhunnisa Wastuti,ELEKTRONIKA DAN INSTRUMENTASI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05191,gawatipala669@pln.co.id,Gawati Palastri,TEKNIK INDUSTRI,22,DISARANKAN,LOLOS
TES-AKD-2026-05193,paramitapu394@gmail.com,Paramita Puspita,SUPPLY CHAIN MANAGEMENT,26,DISARANKAN,LOLOS
TES-AKD-2026-05194,jarwadongo475@gmail.com,Jarwa Dongoran,MANAJEMEN,24,DISARANKAN,LOLOS
TES-AKD-2026-05204,egapermadi973@gmail.com,Ega Permadi,MANAJEMEN ASET,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05209,alikarahma564@pln.co.id,Alika Rahmawati,TEKNIK SIPIL,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05210,gildamayas388@gmail.com,Gilda Mayasari,PSIKOLOGI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05211,bahuwarnat660@pln.co.id,Bahuwarna Tamba,TEKNIK KIMIA,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05217,baguslazua520@gmail.com,Bagus Lazuardi,ENERGI BARU TERBARUKAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05218,sitilestar880@gmail.com,Siti Lestari,BIG DATA DAN BUSINESS INTELLIGENCE,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05220,wulannurdi606@yahoo.com,Wulan Nurdiyanti,AKUNTANSI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05221,ciaobellah374@pln.co.id,Ciaobella Hasanah,MANAJEMEN PEMASARAN,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05225,wahyunaing327@yahoo.com,Wahyu Nainggolan,TEKNIK LISTRIK,21,DISARANKAN,LOLOS
TES-AKD-2026-05234,aisyahhand493@outlook.com,Aisyah Handayani,TEKNIK SIPIL,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05235,murtimahen433@yahoo.com,Murti Mahendra,MANAJEMEN INVESTASI BANK,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05238,ajionoguna319@gmail.com,Ajiono Gunarto,AKUNTANSI,22,DISARANKAN,LOLOS
TES-AKD-2026-05240,tariprastu57@outlook.com,Tari Prastuti,KEUANGAN,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05246,novalaksmi185@yahoo.com,Nova Laksmiwati,PROGRAM STUDI LAINNYA NON TEKNIK,21,DISARANKAN,LOLOS
TES-AKD-2026-05247,tamilestar95@pln.co.id,Tami Lestari,ELEKTRONIKA DAN INSTRUMENTASI,22,DISARANKAN,LOLOS
TES-AKD-2026-05249,respatitam197@yahoo.com,Respati Tamba,TEKNIK GEODESI,21,DISARANKAN,LOLOS
TES-AKD-2026-05252,iriananasy87@gmail.com,Iriana Nasyidah,KONVERSI ENERGI,29,DISARANKAN,LOLOS
TES-AKD-2026-05256,luluhprayo534@gmail.com,Luluh Prayoga,TEKNIK LISTRIK,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05263,jokohidaya628@yahoo.com,Joko Hidayat,DATA SCIENCE,30,DISARANKAN,LOLOS
TES-AKD-2026-05278,tarisuarti323@yahoo.com,Tari Suartini,ENERGI BARU TERBARUKAN,22,DISARANKAN,LOLOS
TES-AKD-2026-05279,lembahnain727@gmail.com,Lembah Nainggolan,TEKNIK LINGKUNGAN,22,DISARANKAN,LOLOS
TES-AKD-2026-05282,jamaliapra95@yahoo.com,Jamalia Prastuti,PROGRAM STUDI LAINNYA NON TEKNIK,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05286,jelitapadm459@gmail.com,Jelita Padmasari,DIGITAL MARKETING DAN ANALYTICS,23,DISARANKAN,LOLOS
TES-AKD-2026-05293,lidyanurai946@pln.co.id,Lidya Nuraini,TEKNIK LINGKUNGAN,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05297,slametiswa513@outlook.com,Slamet Iswahyudi,BIG DATA DAN BUSINESS INTELLIGENCE,26,DISARANKAN,LOLOS
TES-AKD-2026-05299,safinazula563@pln.co.id,Safina Zulaika,MANAJEMEN BISNIS,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05300,gilangsury953@yahoo.com,Gilang Suryono,TEKNIK BIOENERGI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05304,mujurutama246@gmail.com,Mujur Utama,TEKNIK BIOENERGI,24,DISARANKAN,LOLOS
TES-AKD-2026-05305,bakijannap815@gmail.com,Bakijan Napitupulu,TEKNIK ELEKTRO,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05318,lasmonolat303@yahoo.com,Lasmono Latupono,DATA SCIENCE,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05320,kenziehuta574@outlook.com,Kenzie Hutapea,MATEMATIKA,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05322,dadapjaila575@gmail.com,Dadap Jailani,AKUNTANSI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05323,intanpuspa260@gmail.com,Intan Puspasari,MANAJEMEN BISNIS,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05328,putriaryan334@pln.co.id,Putri Aryani,TEKNIK INDUSTRI,21,DISARANKAN,LOLOS
TES-AKD-2026-05345,chelseawah160@yahoo.com,Chelsea Wahyuni,AKUNTANSI,25,DISARANKAN,LOLOS
TES-AKD-2026-05349,kiandraary726@outlook.com,Kiandra Aryani,TEKNIK INDUSTRI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05352,nataliapur447@yahoo.com,Natalia Purnawati,TEKNIK LINGKUNGAN,9,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05358,digdayafir935@outlook.com,Digdaya Firgantoro,ELEKTRONIKA DAN INSTRUMENTASI,21,DISARANKAN,LOLOS
TES-AKD-2026-05361,saadatprad263@outlook.com,Saadat Pradana,BIG DATA DAN BUSINESS INTELLIGENCE,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05362,galarhutag240@outlook.com,Galar Hutagalung,SUPPLY CHAIN MANAGEMENT,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05364,omanwinarn502@gmail.com,Oman Winarno,MANAJEMEN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05380,ananasyida210@outlook.com,Ana Nasyidah,TEKNIK GEOLOGI,23,DISARANKAN,LOLOS
TES-AKD-2026-05382,ajiminwija542@outlook.com,Ajimin Wijaya,SAFETY ENGINEERING,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05386,vimansuryo92@yahoo.com,Viman Suryono,TEKNIK SIPIL,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05397,jailpradan539@pln.co.id,Jail Pradana,KOMUNIKASI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05398,purwantoma758@gmail.com,Purwanto Maheswara,DATA SCIENCE,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05402,safinahass911@outlook.com,Safina Hassanah,TEKNIK ELEKTRO,23,DISARANKAN,LOLOS
TES-AKD-2026-05404,malawastut193@gmail.com,Mala Wastuti,TEKNIK GEOLOGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05406,vanyapuspa849@gmail.com,Vanya Puspasari,TEKNIK ELEKTRO,25,DISARANKAN,LOLOS
TES-AKD-2026-05409,ratihwulan365@pln.co.id,Ratih Wulandari,MANAJEMEN KEUANGAN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05417,makutawaca983@yahoo.com,Makuta Wacana,TEKNIK PERTAMBANGAN,28,DISARANKAN,LOLOS
TES-AKD-2026-05420,lalazulaik785@yahoo.com,Lala Zulaika,KEUANGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05422,zelayaandr230@gmail.com,Zelaya Andriani,TEKNIK LISTRIK,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05434,rinapurnaw428@gmail.com,Rina Purnawati,TEKNIK LISTRIK,25,DISARANKAN,LOLOS
TES-AKD-2026-05441,mayarahayu865@pln.co.id,Maya Rahayu,PSIKOLOGI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05443,faizahhast264@outlook.com,Faizah Hastuti,BIG DATA DAN BUSINESS INTELLIGENCE,24,DISARANKAN,LOLOS
TES-AKD-2026-05447,jefrimanda524@pln.co.id,Jefri Mandala,TEKNIK PERTAMBANGAN,21,DISARANKAN,LOLOS
TES-AKD-2026-05448,bakimangun181@outlook.com,Bakiman Gunawan,TEKNIK MATERIAL,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05453,cahyonosih223@outlook.com,Cahyono Sihombing,KONVERSI ENERGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05454,nurulmulya214@pln.co.id,Nurul Mulyani,AKUNTANSI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05459,ridwanzulk491@outlook.com,Ridwan Zulkarnain,MANAJEMEN BISNIS,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05464,janetprast367@outlook.com,Janet Prastuti,TEKNIK MATERIAL,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05471,zamirauyai669@pln.co.id,Zamira Uyainah,MANAJEMEN PEMASARAN,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05475,janearyani499@yahoo.com,Jane Aryani,TEKNIK BIOENERGI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05476,restumanda869@gmail.com,Restu Mandasari,TEKNIK SIPIL,23,DISARANKAN,LOLOS
TES-AKD-2026-05481,azaleawija806@outlook.com,Azalea Wijayanti,TEKNIK MATERIAL,29,DISARANKAN,LOLOS
TES-AKD-2026-05483,gardanapit722@yahoo.com,Garda Napitupulu,AKUNTANSI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05491,darmajiraj617@yahoo.com,Darmaji Rajata,SUPPLY CHAIN MANAGEMENT,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05492,gaduhsaput412@pln.co.id,Gaduh Saputra,MANAJEMEN PEMASARAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05493,mursitafir435@outlook.com,Mursita Firmansyah,TEKNIK MESIN,23,DISARANKAN,LOLOS
TES-AKD-2026-05494,haniyulian620@yahoo.com,Hani Yulianti,DIGITAL MARKETING DAN ANALYTICS,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05496,warjisalah898@gmail.com,Warji Salahudin,PUBLIC POLICY,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05506,artagunart37@pln.co.id,Arta Gunarto,PROGRAM STUDI LAINNYA NON TEKNIK,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05507,nadinehand452@yahoo.com,Nadine Handayani,ENERGI BARU TERBARUKAN,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05516,lalitausad336@pln.co.id,Lalita Usada,AKUNTANSI,23,DISARANKAN,LOLOS
TES-AKD-2026-05519,restulaksm570@yahoo.com,Restu Laksmiwati,TEKNIK MATERIAL,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05520,gardatamba602@gmail.com,Garda Tamba,TEKNIK MESIN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05525,betaniaman387@gmail.com,Betania Mandasari,KOMUNIKASI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05528,parmansuwa933@pln.co.id,Parman Suwarno,TEKNIK KIMIA,21,DISARANKAN,LOLOS
TES-AKD-2026-05533,padmiastut698@outlook.com,Padmi Astuti,KESELAMATAN DAN KESEHATAN KERJA,24,DISARANKAN,LOLOS
TES-AKD-2026-05534,milaanggra989@pln.co.id,Mila Anggraini,PSIKOLOGI,24,DISARANKAN,LOLOS
TES-AKD-2026-05545,marsitopra756@outlook.com,Marsito Prasasta,TEKNIK MESIN,29,DISARANKAN,LOLOS
TES-AKD-2026-05546,cahyosanto311@gmail.com,Cahyo Santoso,TEKNIK SIPIL,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05548,zahramelan738@pln.co.id,Zahra Melani,TEKNIK BIOENERGI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05549,wagegunawa691@yahoo.com,Wage Gunawan,MANAJEMEN KEUANGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05554,qorihastut689@yahoo.com,Qori Hastuti,TEKNIK SIPIL,23,DISARANKAN,LOLOS
TES-AKD-2026-05555,bakiadihut162@yahoo.com,Bakiadi Hutapea,ENERGI BARU TERBARUKAN,23,DISARANKAN,LOLOS
TES-AKD-2026-05558,shakilapus602@yahoo.com,Shakila Puspita,TEKNIK LINGKUNGAN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05566,carlapadma358@outlook.com,Carla Padmasari,ELEKTRONIKA DAN INSTRUMENTASI,24,DISARANKAN,LOLOS
TES-AKD-2026-05569,ikanasyiah145@yahoo.com,Ika Nasyiah,TEKNIK ELEKTRO,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05573,padmawijay794@yahoo.com,Padma Wijayanti,TEKNIK INFORMATIKA,23,DISARANKAN,LOLOS
TES-AKD-2026-05578,unjanihand862@yahoo.com,Unjani Handayani,TEKNIK PERTAMBANGAN,23,DISARANKAN,LOLOS
TES-AKD-2026-05580,raisarahim950@yahoo.com,Raisa Rahimah,SUPPLY CHAIN MANAGEMENT,22,DISARANKAN,LOLOS
TES-AKD-2026-05581,bambangang872@outlook.com,Bambang Anggriawan,TEKNIK BIOENERGI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05582,fitrianima82@yahoo.com,Fitriani Maryati,TEKNIK LINGKUNGAN,23,DISARANKAN,LOLOS
TES-AKD-2026-05585,rudisetiaw781@gmail.com,Rudi Setiawan,HUKUM,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05588,ciaobellau355@gmail.com,Ciaobella Utami,SAFETY ENGINEERING,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05591,bakdahardi497@gmail.com,Bakda Hardiansyah,MANAJEMEN,25,DISARANKAN,LOLOS
TES-AKD-2026-05594,estionomau972@yahoo.com,Estiono Maulana,MANAJEMEN,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05597,karsanashi318@outlook.com,Karsa Nashiruddin,BIG DATA DAN BUSINESS INTELLIGENCE,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05599,irnantoper458@gmail.com,Irnanto Permadi,AKUNTANSI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05605,raisahanda86@gmail.com,Raisa Handayani,TEKNIK LINGKUNGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05606,raisapurwa994@yahoo.com,Raisa Purwanti,KOMUNIKASI,22,DISARANKAN,LOLOS
TES-AKD-2026-05615,bellaoktav866@gmail.com,Bella Oktaviani,ADMINISTRASI BISNIS,22,DISARANKAN,LOLOS
TES-AKD-2026-05622,sadinapusp195@gmail.com,Sadina Puspita,ADMINISTRASI BISNIS,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05624,cindyfarid197@gmail.com,Cindy Farida,AKUNTANSI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05633,amaliamary727@pln.co.id,Amalia Maryati,MANAJEMEN ASET,21,DISARANKAN,LOLOS
TES-AKD-2026-05634,putihanday530@yahoo.com,Puti Handayani,TEKNIK INDUSTRI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05637,hasnautami565@gmail.com,Hasna Utami,KONVERSI ENERGI,22,DISARANKAN,LOLOS
TES-AKD-2026-05641,milasafitr611@yahoo.com,Mila Safitri,KESELAMATAN DAN KESEHATAN KERJA,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05643,zahrapuspa502@yahoo.com,Zahra Puspasari,SUPPLY CHAIN MANAGEMENT,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05644,emongputra139@outlook.com,Emong Putra,ADMINISTRASI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05647,melindarah482@gmail.com,Melinda Rahimah,MANAJEMEN PEMASARAN,22,DISARANKAN,LOLOS
TES-AKD-2026-05650,rikapratiw769@pln.co.id,Rika Pratiwi,MANAJEMEN,26,DISARANKAN,LOLOS
TES-AKD-2026-05654,devipermat992@yahoo.com,Devi Permata,TEKNIK GEODESI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05658,ridwansaef673@yahoo.com,Ridwan Saefullah,ADMINISTRASI BISNIS,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05659,bagussitom224@gmail.com,Bagus Sitompul,PROGRAM STUDI LAINNYA TEKNIK,24,DISARANKAN,LOLOS
TES-AKD-2026-05660,ciaobellaa603@yahoo.com,Ciaobella Andriani,DIGITAL MARKETING DAN ANALYTICS,21,DISARANKAN,LOLOS
TES-AKD-2026-05665,opanwibiso970@gmail.com,Opan Wibisono,MANAJEMEN PROYEK,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05666,anitazulai986@yahoo.com,Anita Zulaika,MANAJEMEN ASET,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05667,hartakawas690@yahoo.com,Hartaka Waskita,ENERGI BARU TERBARUKAN,29,DISARANKAN,LOLOS
TES-AKD-2026-05669,hafshahlak610@pln.co.id,Hafshah Laksita,TEKNIK BIOENERGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05670,jasminastu588@outlook.com,Jasmin Astuti,TEKNIK MESIN,26,DISARANKAN,LOLOS
TES-AKD-2026-05673,fathonahuy173@outlook.com,Fathonah Uyainah,MANAJEMEN RISIKO,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05674,opanmanull429@gmail.com,Opan Manullang,SAFETY ENGINEERING,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05675,gangsafirg353@gmail.com,Gangsa Firgantoro,KONVERSI ENERGI,22,DISARANKAN,LOLOS
TES-AKD-2026-05677,warjisihom116@gmail.com,Warji Sihombing,MANAJEMEN,21,DISARANKAN,LOLOS
TES-AKD-2026-05679,kamalmarya672@outlook.com,Kamal Maryadi,KEUANGAN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05684,farhunnisa68@gmail.com,Farhunnisa Hastuti,KEUANGAN,21,DISARANKAN,LOLOS
TES-AKD-2026-05685,zulfawulan483@yahoo.com,Zulfa Wulandari,MANAJEMEN KEUANGAN,23,DISARANKAN,LOLOS
TES-AKD-2026-05687,gangsarsuw631@outlook.com,Gangsar Suwarno,KESELAMATAN DAN KESEHATAN KERJA,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05691,intanfarid135@pln.co.id,Intan Farida,PSIKOLOGI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05696,hamimayuli332@pln.co.id,Hamima Yuliarti,MANAJEMEN BISNIS,23,DISARANKAN,LOLOS
TES-AKD-2026-05697,septimarya944@gmail.com,Septi Maryati,AKUNTANSI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05710,balidinnas750@outlook.com,Balidin Nashiruddin,ENERGI BARU TERBARUKAN,21,DISARANKAN,LOLOS
TES-AKD-2026-05715,belindamel281@gmail.com,Belinda Melani,KONVERSI ENERGI,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05716,tariwijaya951@yahoo.com,Tari Wijayanti,TEKNIK LISTRIK,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05718,nuruloktav315@yahoo.com,Nurul Oktaviani,DATA SCIENCE,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05719,kamariawij734@gmail.com,Kamaria Wijayanti,ENERGI BARU TERBARUKAN,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05720,lidyawastu110@outlook.com,Lidya Wastuti,MANAJEMEN KEUANGAN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05723,dalimalaks107@gmail.com,Dalima Laksmiwati,KESELAMATAN DAN KESEHATAN KERJA,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05725,anafujiati527@gmail.com,Ana Fujiati,ADMINISTRASI BISNIS,22,DISARANKAN,LOLOS
TES-AKD-2026-05726,bambangnat495@pln.co.id,Bambang Natsir,AKUNTANSI,24,DISARANKAN,LOLOS
TES-AKD-2026-05727,hasanlazua935@gmail.com,Hasan Lazuardi,HUKUM,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05728,irafarida502@pln.co.id,Ira Farida,TEKNIK ELEKTRO,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05729,yunilailas272@outlook.com,Yuni Lailasari,MANAJEMEN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05735,malapratiw407@yahoo.com,Mala Pratiwi,ADMINISTRASI BISNIS,22,DISARANKAN,LOLOS
TES-AKD-2026-05742,titinrahma669@gmail.com,Titin Rahmawati,MANAJEMEN PROYEK,28,DISARANKAN,LOLOS
TES-AKD-2026-05743,rafimaulan560@outlook.com,Rafi Maulana,PROGRAM STUDI LAINNYA NON TEKNIK,27,DISARANKAN,LOLOS
TES-AKD-2026-05744,sarahmelan506@pln.co.id,Sarah Melani,PROGRAM STUDI LAINNYA TEKNIK,23,DISARANKAN,LOLOS
TES-AKD-2026-05748,manahhutap268@outlook.com,Manah Hutapea,DATA SCIENCE,26,DISARANKAN,LOLOS
TES-AKD-2026-05752,baktiadipr765@pln.co.id,Baktiadi Prasetya,PROGRAM STUDI LAINNYA TEKNIK,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05754,olgasamosi843@gmail.com,Olga Samosir,DATA SCIENCE,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05762,milanovita238@pln.co.id,Mila Novitasari,TEKNIK GEODESI,24,DISARANKAN,LOLOS
TES-AKD-2026-05764,artawanmar738@pln.co.id,Artawan Marbun,HUKUM,27,DISARANKAN,LOLOS
TES-AKD-2026-05765,utamaprata495@gmail.com,Utama Pratama,KOMUNIKASI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05767,zulaikhala536@yahoo.com,Zulaikha Laksmiwati,TEKNIK ELEKTRO,30,DISARANKAN,LOLOS
TES-AKD-2026-05768,marassanto249@outlook.com,Maras Santoso,MANAJEMEN BISNIS,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05769,fitriaarya230@gmail.com,Fitria Aryani,MANAJEMEN PEMASARAN,21,DISARANKAN,LOLOS
TES-AKD-2026-05770,mustofatha50@pln.co.id,Mustofa Thamrin,TEKNIK SIPIL,24,DISARANKAN,LOLOS
TES-AKD-2026-05771,harjoirawa603@yahoo.com,Harjo Irawan,SAFETY ENGINEERING,26,DISARANKAN,LOLOS
TES-AKD-2026-05772,mamanprase96@outlook.com,Maman Prasetya,MANAJEMEN BISNIS,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05775,julipermat253@pln.co.id,Juli Permata,ENERGI BARU TERBARUKAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05777,gantarmahe644@outlook.com,Gantar Maheswara,ADMINISTRASI BISNIS,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05800,ikhsanprak507@gmail.com,Ikhsan Prakasa,TEKNIK ELEKTRO,22,DISARANKAN,LOLOS
TES-AKD-2026-05801,latikariya460@gmail.com,Latika Riyanti,AKUNTANSI,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-05804,wadipranow421@gmail.com,Wadi Pranowo,ADMINISTRASI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05807,sarahanggr213@pln.co.id,Sarah Anggraini,TEKNIK BIOENERGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-05808,ginafarida290@yahoo.com,Gina Farida,TEKNIK INFORMATIKA,22,DISARANKAN,LOLOS
TES-AKD-2026-05812,balapatibu676@outlook.com,Balapati Budiyanto,MANAJEMEN BISNIS,22,DISARANKAN,LOLOS
TES-AKD-2026-05813,asmadimaul983@gmail.com,Asmadi Maulana,TEKNIK INFORMATIKA,26,DISARANKAN,LOLOS
TES-AKD-2026-05818,teguhutama915@gmail.com,Teguh Utama,TEKNIK MESIN,27,DISARANKAN,LOLOS
TES-AKD-2026-05821,wahyuwidod920@pln.co.id,Wahyu Widodo,TEKNIK LISTRIK,23,DISARANKAN,LOLOS
TES-AKD-2026-05823,makaramand167@pln.co.id,Makara Mandala,AKUNTANSI,23,DISARANKAN,LOLOS
TES-AKD-2026-05824,ilyashiday578@yahoo.com,Ilyas Hidayat,TEKNIK GEODESI,13,TIDAK DISARANKAN,TIDAK LOLOS
